trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPLUC2512307b80d57a,2025-12-30,UP01,repeated,6,80,7,7
TRPSUR2512306d431de1,2025-12-30,GJ01,repeated,5,59,5,5
TRPVAD25123047109ae7,2025-12-30,GJ02,new,14,130,7,6
TRPCOI251230e64df38f,2025-12-30,TN01,repeated,19,175,7,7
TRPSUR2512309a5a6778,2025-12-30,GJ01,new,10,99,7,8
TRPJAI251230ce5f956b,2025-12-30,RJ01,repeated,17,241,8,10
TRPCOI251230321d270e,2025-12-30,TN01,repeated,22,199,6,9
TRPCHA251230337f728b,2025-12-30,CH01,repeated,35,341,9,7
TRPCHA2512307e6a3c27,2025-12-30,CH01,repeated,29,287,6,6
TRPCHA2512309d82d443,2025-12-30,CH01,new,20,206,10,8
TRPKOC2512305db0205d,2025-12-30,KL01,repeated,17,218,7,9
TRPIND251230f1414d57,2025-12-30,MP01,repeated,10,103,7,9
TRPKOC251230bec6da21,2025-12-30,KL01,new,32,383,9,8
TRPJAI251230927ae06d,2025-12-30,RJ01,new,32,421,8,10
TRPLUC251230834856dc,2025-12-30,UP01,repeated,12,134,7,7
TRPVIS2512308d65ca7b,2025-12-30,AP01,repeated,16,171,8,9
TRPLUC2512308bac5fae,2025-12-30,UP01,repeated,19,197,7,6
TRPIND2512306c6ef76d,2025-12-30,MP01,repeated,21,191,7,9
TRPLUC251230b9a3e92e,2025-12-30,UP01,new,12,134,8,6
TRPKOC25123079ada079,2025-12-30,KL01,repeated,33,394,7,8
TRPJAI2512302e0e4c86,2025-12-30,RJ01,new,26,349,9,8
TRPVAD25123063d47ae6,2025-12-30,GJ02,repeated,7,74,6,5
TRPIND2512308ebfedb2,2025-12-30,MP01,repeated,9,95,6,9
TRPKOC251230d06fc72e,2025-12-30,KL01,new,16,207,9,10
TRPVIS2512300bb7a1f0,2025-12-30,AP01,repeated,14,153,7,8
TRPCOI251230cb56a807,2025-12-30,TN01,repeated,13,127,7,7
TRPVIS2512300f57fe5e,2025-12-30,AP01,repeated,22,225,9,9
TRPIND251230b483994c,2025-12-30,MP01,repeated,25,223,9,9
TRPLUC25123045e6c8f3,2025-12-30,UP01,new,18,188,8,7
TRPCHA2512305655ce24,2025-12-30,CH01,repeated,17,179,7,7
TRPSUR2512304cb4ce42,2025-12-30,GJ01,repeated,15,139,6,8
TRPLUC251230e03d05dc,2025-12-30,UP01,new,15,161,9,8
TRPVAD2512304cf1f63f,2025-12-30,GJ02,repeated,13,122,6,7
TRPLUC25123078452319,2025-12-30,UP01,repeated,15,161,5,8
TRPVAD2512300811566b,2025-12-30,GJ02,new,8,82,9,6
TRPKOC251230d9264cf7,2025-12-30,KL01,repeated,36,427,7,10
TRPJAI251230578a6668,2025-12-30,RJ01,new,28,373,8,9
TRPCOI2512309302fb36,2025-12-30,TN01,new,17,159,9,7
TRPSUR2512309cb763c6,2025-12-30,GJ01,new,15,139,9,6
TRPSUR251230c3187adb,2025-12-30,GJ01,repeated,8,83,6,5
TRPKOC25123060d32822,2025-12-30,KL01,new,27,328,9,10
TRPKOC251230e6b3e9bb,2025-12-30,KL01,repeated,11,152,8,9
TRPSUR25123023367931,2025-12-30,GJ01,repeated,12,115,7,6
TRPKOC25123076219673,2025-12-30,KL01,repeated,25,306,8,9
TRPLUC2512305c97c07b,2025-12-30,UP01,repeated,18,188,7,6
TRPSUR2512307ad14c2e,2025-12-30,GJ01,repeated,7,75,7,6
TRPJAI251230977f7daf,2025-12-30,RJ01,repeated,25,337,9,8
TRPLUC2512303d1389ee,2025-12-30,UP01,repeated,13,143,5,7
TRPLUC251230af587d5a,2025-12-30,UP01,repeated,6,80,6,6
TRPLUC251230313d227e,2025-12-30,UP01,repeated,17,179,6,6
TRPCHA251230f92b851e,2025-12-30,CH01,repeated,18,188,9,9
TRPVAD2512303763d857,2025-12-30,GJ02,repeated,7,74,7,8
TRPIND2512305b818905,2025-12-30,MP01,repeated,16,151,7,8
TRPIND25123019c902a7,2025-12-30,MP01,repeated,25,223,9,6
TRPIND25123024e1050a,2025-12-30,MP01,repeated,22,199,9,9
TRPLUC251230a12a3891,2025-12-30,UP01,repeated,19,197,7,6
TRPSUR251230a73f632d,2025-12-30,GJ01,new,14,131,7,6
TRPCHA2512309c3407a8,2025-12-30,CH01,new,23,233,8,9
TRPLUC2512307af50dcb,2025-12-30,UP01,repeated,20,206,5,8
TRPIND2512300b5c03fc,2025-12-30,MP01,repeated,15,143,9,8
TRPJAI25123004d87cac,2025-12-30,RJ01,repeated,18,253,9,8
TRPSUR2512305abd65d7,2025-12-30,GJ01,repeated,5,59,5,8
TRPLUC25123034414c21,2025-12-30,UP01,new,16,170,7,8
TRPLUC2512300fddd55d,2025-12-30,UP01,repeated,19,197,7,6
TRPJAI2512309349a0b5,2025-12-30,RJ01,new,37,481,8,8
TRPSUR2512305a2dea37,2025-12-30,GJ01,repeated,16,147,5,7
TRPVIS251230a1599bc0,2025-12-30,AP01,repeated,23,234,8,10
TRPVAD25123082119f99,2025-12-30,GJ02,repeated,8,82,7,6
TRPVAD2512308d618ca4,2025-12-30,GJ02,new,16,146,3,1
TRPLUC2512300fa77333,2025-12-30,UP01,new,12,134,8,7
TRPLUC2512309a7f16ac,2025-12-30,UP01,repeated,16,170,7,5
TRPJAI25123098215962,2025-12-30,RJ01,repeated,26,349,8,8
TRPLUC251230886ce9ff,2025-12-30,UP01,repeated,14,152,6,6
TRPVAD251230bf4bda25,2025-12-30,GJ02,repeated,17,154,7,7
TRPKOC25123028be21f1,2025-12-30,KL01,repeated,21,262,8,9
