trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPSUR251229bf7aa804,2025-12-29,GJ01,repeated,7,75,6,7
TRPJAI2512291fa3084c,2025-12-29,RJ01,repeated,22,301,9,10
TRPKOC25122978f05cf3,2025-12-29,KL01,repeated,15,196,9,8
TRPCHA2512296e7d876e,2025-12-29,CH01,repeated,13,143,7,6
TRPKOC2512294f9ccb1e,2025-12-29,KL01,new,28,339,8,10
TRPSUR2512291c97c41a,2025-12-29,GJ01,repeated,6,67,7,8
TRPKOC25122999d0462b,2025-12-29,KL01,new,16,207,9,10
TRPIND251229352c1a62,2025-12-29,MP01,repeated,11,111,6,7
TRPKOC2512298bec6175,2025-12-29,KL01,repeated,14,185,7,10
TRPLUC251229882bf09c,2025-12-29,UP01,repeated,19,197,3,3
TRPVAD2512297e3e852a,2025-12-29,GJ02,repeated,11,106,5,8
TRPMYS25122975dcd41b,2025-12-29,KA01,repeated,24,275,7,10
TRPCOI251229c8948596,2025-12-29,TN01,new,8,87,8,7
TRPLUC2512296e286193,2025-12-29,UP01,new,6,80,7,6
TRPKOC251229b7bc77f3,2025-12-29,KL01,new,21,262,9,8
TRPJAI251229776d6058,2025-12-29,RJ01,repeated,37,481,7,8
TRPKOC25122987ddb15c,2025-12-29,KL01,new,33,394,9,8
TRPCHA2512290cb988a0,2025-12-29,CH01,repeated,18,188,8,6
TRPKOC25122964b3954e,2025-12-29,KL01,repeated,38,449,7,8
TRPJAI25122978e31015,2025-12-29,RJ01,repeated,29,385,9,10
TRPIND2512295765421c,2025-12-29,MP01,repeated,18,167,6,6
TRPKOC25122907e71d2e,2025-12-29,KL01,repeated,35,416,8,9
TRPKOC251229b24996bf,2025-12-29,KL01,new,36,427,8,9
TRPJAI251229ca3ca784,2025-12-29,RJ01,new,25,337,8,9
TRPLUC251229a33c0be0,2025-12-29,UP01,repeated,10,116,6,8
TRPCHA2512293bfab032,2025-12-29,CH01,repeated,29,287,6,6
TRPMYS2512298d37f230,2025-12-29,KA01,new,14,175,8,10
