trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPSUR25122845d88871,2025-12-28,GJ01,repeated,12,115,7,5
TRPJAI25122836cd9314,2025-12-28,RJ01,repeated,18,253,7,8
TRPCHA251228e2c8bae2,2025-12-28,CH01,repeated,29,287,8,8
TRPVIS251228106ce176,2025-12-28,AP01,repeated,23,234,9,10
TRPSUR25122848a67d81,2025-12-28,GJ01,repeated,12,115,6,8
TRPCHA25122875ef555c,2025-12-28,CH01,repeated,22,224,7,8
TRPSUR25122860a9fb26,2025-12-28,GJ01,repeated,17,155,7,8
TRPSUR251228a96e6017,2025-12-28,GJ01,repeated,16,147,6,6
TRPJAI251228e821be26,2025-12-28,RJ01,repeated,29,385,8,10
TRPVAD251228ed3deb21,2025-12-28,GJ02,repeated,8,82,5,5
TRPLUC25122850492ea7,2025-12-28,UP01,repeated,12,134,7,7
TRPLUC251228090803c9,2025-12-28,UP01,repeated,12,134,6,7
TRPLUC251228afe5f1ac,2025-12-28,UP01,new,13,143,8,6
TRPIND2512287c9cc2c1,2025-12-28,MP01,repeated,14,135,7,6
TRPLUC2512282815d8ea,2025-12-28,UP01,repeated,13,143,7,5
TRPLUC251228ee73aff6,2025-12-28,UP01,repeated,7,89,6,5
TRPKOC251228bf200e2d,2025-12-28,KL01,repeated,19,240,9,8
TRPKOC251228a59aed0a,2025-12-28,KL01,repeated,30,361,8,9
TRPLUC2512285aa4e088,2025-12-28,UP01,repeated,9,107,7,6
TRPSUR251228039a4aee,2025-12-28,GJ01,new,16,147,8,6
TRPSUR2512289509f629,2025-12-28,GJ01,repeated,17,155,6,6
TRPIND25122848328aac,2025-12-28,MP01,new,10,103,8,7
TRPKOC251228a6da37f9,2025-12-28,KL01,repeated,11,152,9,9
TRPIND25122801692cec,2025-12-28,MP01,repeated,14,135,8,9
TRPIND2512289a63e77f,2025-12-28,MP01,repeated,19,175,9,7
TRPCOI251228ed9c2e2f,2025-12-28,TN01,new,19,175,7,8
TRPJAI2512280a1d6792,2025-12-28,RJ01,new,25,337,8,9
TRPMYS2512285e764e6f,2025-12-28,KA01,repeated,18,215,8,8
TRPKOC251228785fb452,2025-12-28,KL01,repeated,38,449,8,9
TRPCOI251228958c5d51,2025-12-28,TN01,repeated,18,167,8,9
TRPSUR2512283510323c,2025-12-28,GJ01,repeated,13,123,7,5
TRPVAD2512289bdf9650,2025-12-28,GJ02,repeated,17,154,6,6
TRPKOC2512280237fe2c,2025-12-28,KL01,new,34,405,9,8
TRPLUC2512289731f5d9,2025-12-28,UP01,repeated,6,80,5,6
TRPIND251228ef4c1b30,2025-12-28,MP01,new,20,183,8,9
TRPCOI2512289cc60689,2025-12-28,TN01,repeated,14,135,6,7
TRPLUC25122886e01cf2,2025-12-28,UP01,repeated,11,125,7,7
TRPJAI2512289544b127,2025-12-28,RJ01,repeated,39,505,9,8
TRPSUR251228932369c0,2025-12-28,GJ01,repeated,8,83,7,7
TRPKOC251228ba18845f,2025-12-28,KL01,repeated,25,306,8,9
TRPSUR2512283e0c4f08,2025-12-28,GJ01,repeated,16,147,5,8
TRPSUR251228b328a50f,2025-12-28,GJ01,repeated,13,123,7,8
TRPIND2512288117494e,2025-12-28,MP01,repeated,14,135,8,7
TRPKOC2512289c09aa88,2025-12-28,KL01,repeated,35,416,8,8
TRPCHA2512283b5237f8,2025-12-28,CH01,new,20,206,8,8
TRPCHA25122819c4b2e8,2025-12-28,CH01,repeated,18,188,8,7
TRPVAD25122869f3db7b,2025-12-28,GJ02,repeated,10,98,7,7
TRPJAI2512282a0c6e2b,2025-12-28,RJ01,new,39,505,8,8
TRPSUR25122823d4280c,2025-12-28,GJ01,repeated,12,115,5,8
TRPSUR25122810dc1a69,2025-12-28,GJ01,repeated,16,147,6,7
TRPKOC251228ac13a838,2025-12-28,KL01,repeated,35,416,9,10
TRPJAI25122865404627,2025-12-28,RJ01,repeated,17,241,8,10
TRPCOI251228e8656340,2025-12-28,TN01,repeated,22,199,8,8
TRPLUC251228e8ed596f,2025-12-28,UP01,repeated,7,89,5,8
TRPCHA2512287b6734d0,2025-12-28,CH01,repeated,20,206,6,7
TRPSUR25122888b7a6bf,2025-12-28,GJ01,repeated,14,131,6,6
TRPSUR251228744e98a9,2025-12-28,GJ01,repeated,17,155,7,6
TRPIND2512287ae89cd3,2025-12-28,MP01,repeated,19,175,7,9
TRPSUR2512284150b344,2025-12-28,GJ01,repeated,15,139,6,7
TRPMYS2512283ecc22d6,2025-12-28,KA01,repeated,13,165,7,10
TRPCHA2512282c7ddc3f,2025-12-28,CH01,repeated,32,314,6,7
TRPJAI251228a255abeb,2025-12-28,RJ01,repeated,43,553,9,10
TRPVAD251228c4353449,2025-12-28,GJ02,repeated,6,66,5,6
TRPIND251228fb05c5b1,2025-12-28,MP01,repeated,11,111,7,6
TRPLUC251228af0afe03,2025-12-28,UP01,repeated,8,98,6,5
TRPCHA251228dcc4218f,2025-12-28,CH01,repeated,23,233,7,6
TRPKOC25122843f63549,2025-12-28,KL01,repeated,27,328,7,8
TRPKOC2512288dc24d13,2025-12-28,KL01,repeated,10,141,9,9
TRPIND251228d1a93c8d,2025-12-28,MP01,repeated,23,207,8,6
TRPIND2512289e34b0ae,2025-12-28,MP01,repeated,25,223,6,8
TRPKOC251228875bfb0e,2025-12-28,KL01,repeated,13,174,7,9
TRPVAD251228022b8a0c,2025-12-28,GJ02,repeated,14,130,5,7
TRPKOC251228473e1fa2,2025-12-28,KL01,repeated,17,218,9,9
TRPJAI25122855c5b12f,2025-12-28,RJ01,repeated,27,361,7,9
TRPVAD251228333bb7c8,2025-12-28,GJ02,repeated,6,66,7,7
TRPKOC251228ecb2c970,2025-12-28,KL01,new,13,174,8,10
TRPVAD25122864740db1,2025-12-28,GJ02,repeated,8,82,7,5
TRPIND2512287cb5e713,2025-12-28,MP01,repeated,21,191,7,9
TRPLUC25122897fc5061,2025-12-28,UP01,new,19,197,7,6
TRPMYS251228f8990a70,2025-12-28,KA01,repeated,12,155,7,8
TRPVAD251228d7bcd09d,2025-12-28,GJ02,repeated,12,114,7,6
TRPCHA251228b830bfde,2025-12-28,CH01,repeated,22,224,9,6
TRPJAI2512289cc4e33a,2025-12-28,RJ01,repeated,17,241,8,9
TRPLUC25122862776c8a,2025-12-28,UP01,repeated,19,197,6,7
TRPJAI251228100e5788,2025-12-28,RJ01,new,36,469,9,8
TRPSUR2512283890d7cf,2025-12-28,GJ01,repeated,7,75,7,8
TRPLUC25122819f7f32b,2025-12-28,UP01,new,6,80,7,8
TRPKOC2512282b4e054c,2025-12-28,KL01,repeated,24,295,8,8
TRPKOC2512289ed4e0da,2025-12-28,KL01,new,30,361,10,9
TRPSUR251228e5c6911f,2025-12-28,GJ01,repeated,10,99,7,7
TRPJAI2512287c7cf102,2025-12-28,RJ01,new,30,397,8,9
TRPJAI251228a89db4ae,2025-12-28,RJ01,new,41,529,10,10
TRPJAI2512280f2062e6,2025-12-28,RJ01,repeated,38,493,7,8
TRPCOI2512283c2bca6e,2025-12-28,TN01,repeated,11,111,6,8
TRPKOC251228236caa3f,2025-12-28,KL01,repeated,17,218,9,8
TRPCOI251228ccd4592f,2025-12-28,TN01,repeated,9,95,6,7
TRPJAI251228a789e3d9,2025-12-28,RJ01,repeated,27,361,7,10
TRPJAI25122889888cc6,2025-12-28,RJ01,repeated,33,433,9,9
TRPLUC25122883379f60,2025-12-28,UP01,new,13,143,7,6
TRPVAD251228f42f48fe,2025-12-28,GJ02,new,8,82,8,6
TRPVAD25122864af7a96,2025-12-28,GJ02,repeated,15,138,6,5
TRPCHA25122880a8f1c6,2025-12-28,CH01,repeated,13,143,8,6
TRPLUC251228c8ce7acf,2025-12-28,UP01,new,8,98,8,8
TRPMYS25122804eb0c1e,2025-12-28,KA01,repeated,22,255,7,9
TRPSUR25122805c00d66,2025-12-28,GJ01,repeated,14,131,7,7
TRPCHA25122895f0b7be,2025-12-28,CH01,repeated,34,332,7,9
TRPSUR2512288ef5f96b,2025-12-28,GJ01,repeated,12,115,7,8
TRPVAD251228a9de74fd,2025-12-28,GJ02,repeated,15,138,5,8
TRPCHA251228d083b3c7,2025-12-28,CH01,repeated,16,170,8,8
TRPMYS251228e5bffaec,2025-12-28,KA01,repeated,18,215,9,8
TRPIND251228f2799646,2025-12-28,MP01,repeated,21,191,6,8
TRPSUR25122867ffcfba,2025-12-28,GJ01,repeated,15,139,7,5
TRPLUC25122816f1df69,2025-12-28,UP01,repeated,5,71,7,7
TRPJAI2512285dd59983,2025-12-28,RJ01,repeated,22,301,8,9
TRPVIS251228339dae23,2025-12-28,AP01,repeated,10,117,7,10
TRPMYS2512289cdb4d24,2025-12-28,KA01,repeated,24,275,8,9
TRPKOC2512281b37b5d5,2025-12-28,KL01,new,22,273,8,8
TRPLUC2512284eed1aad,2025-12-28,UP01,repeated,9,107,6,5
TRPKOC25122873bb1357,2025-12-28,KL01,repeated,35,416,8,9
TRPIND2512286dedd4fb,2025-12-28,MP01,new,13,127,10,9
TRPKOC251228a27eaaea,2025-12-28,KL01,new,12,163,10,8
TRPJAI2512287ca6bd48,2025-12-28,RJ01,repeated,28,373,8,10
TRPCHA251228b184e11c,2025-12-28,CH01,repeated,13,143,7,7
TRPSUR251228c0880bf0,2025-12-28,GJ01,new,11,107,7,6
TRPJAI251228e00154b0,2025-12-28,RJ01,repeated,29,385,9,10
TRPCOI2512280cb5d31a,2025-12-28,TN01,repeated,11,111,6,9
TRPLUC251228beedb535,2025-12-28,UP01,repeated,19,197,7,7
TRPJAI2512283f42730b,2025-12-28,RJ01,repeated,40,517,8,10
TRPSUR251228f7dee583,2025-12-28,GJ01,new,11,107,8,7
TRPLUC25122803a9d830,2025-12-28,UP01,repeated,12,134,6,5
TRPLUC25122853e0b117,2025-12-28,UP01,repeated,14,152,7,8
TRPVIS251228981859e0,2025-12-28,AP01,repeated,28,279,9,10
TRPKOC2512280737d1ff,2025-12-28,KL01,repeated,20,251,7,10
TRPVAD2512289b0ddf11,2025-12-28,GJ02,repeated,16,146,6,7
TRPSUR2512283a649924,2025-12-28,GJ01,repeated,9,91,5,5
TRPMYS251228f91071f2,2025-12-28,KA01,new,9,125,9,10
TRPSUR2512288225d522,2025-12-28,GJ01,repeated,8,83,6,6
TRPIND251228497dd00c,2025-12-28,MP01,repeated,10,103,8,9
TRPIND2512288502df96,2025-12-28,MP01,repeated,10,103,8,7
TRPLUC251228f21d8945,2025-12-28,UP01,repeated,12,134,5,8
TRPSUR2512282e13e32e,2025-12-28,GJ01,repeated,5,59,5,7
TRPLUC25122810b13559,2025-12-28,UP01,repeated,5,71,7,7
TRPCOI25122814ba2efa,2025-12-28,TN01,repeated,17,159,8,6
TRPVAD2512284f640309,2025-12-28,GJ02,repeated,8,82,7,7
TRPLUC251228f998c434,2025-12-28,UP01,repeated,9,107,5,6
TRPLUC251228467777be,2025-12-28,UP01,repeated,13,143,7,5
TRPJAI251228247e94f4,2025-12-28,RJ01,new,22,301,8,10
TRPMYS25122866ecf707,2025-12-28,KA01,new,18,215,9,8
TRPIND25122872d4e84e,2025-12-28,MP01,repeated,11,111,7,9
TRPLUC25122862a08797,2025-12-28,UP01,repeated,11,125,5,7
TRPVAD251228114474b0,2025-12-28,GJ02,repeated,18,162,5,5
TRPVAD251228bab2fe47,2025-12-28,GJ02,repeated,16,146,6,7
TRPMYS251228c5e70a1c,2025-12-28,KA01,repeated,14,175,8,8
TRPLUC25122853eac3ac,2025-12-28,UP01,new,5,71,7,7
TRPJAI251228b8de8d6f,2025-12-28,RJ01,repeated,16,229,8,10
TRPJAI251228f56ad8a4,2025-12-28,RJ01,repeated,15,217,8,8
TRPIND251228e27cbcea,2025-12-28,MP01,repeated,16,151,7,7
TRPJAI251228262b2ae9,2025-12-28,RJ01,new,15,217,9,10
TRPJAI251228582f9c5e,2025-12-28,RJ01,repeated,17,241,7,9
TRPJAI251228eedc6560,2025-12-28,RJ01,new,24,325,10,9
TRPLUC2512286c689171,2025-12-28,UP01,repeated,18,188,5,7
TRPJAI25122879571e3d,2025-12-28,RJ01,repeated,15,217,8,10
TRPVIS251228a7b47036,2025-12-28,AP01,new,31,306,10,10
TRPVAD25122873cd4a07,2025-12-28,GJ02,repeated,10,98,5,7
TRPJAI251228bcf47a05,2025-12-28,RJ01,repeated,43,553,9,10
TRPSUR251228c60f03ae,2025-12-28,GJ01,repeated,10,99,7,7
TRPKOC2512288ee8574b,2025-12-28,KL01,new,19,240,10,10
TRPCHA2512289b753f1f,2025-12-28,CH01,repeated,20,206,7,9
TRPLUC2512285f6acd81,2025-12-28,UP01,new,11,125,8,7
TRPLUC251228fe08f47f,2025-12-28,UP01,new,11,125,9,7
TRPLUC25122838c66ec9,2025-12-28,UP01,repeated,10,116,6,6
TRPJAI2512289b14a205,2025-12-28,RJ01,repeated,42,541,8,10
TRPIND25122810e79920,2025-12-28,MP01,new,14,135,10,7
TRPSUR251228d9b429f4,2025-12-28,GJ01,repeated,15,139,7,5
TRPJAI251228f513918f,2025-12-28,RJ01,repeated,29,385,9,8
TRPCOI251228ea541c47,2025-12-28,TN01,repeated,12,119,6,7
TRPMYS25122882fa80a0,2025-12-28,KA01,repeated,11,145,8,10
TRPIND251228296973a7,2025-12-28,MP01,repeated,17,159,7,7
TRPKOC251228a425b082,2025-12-28,KL01,repeated,38,449,8,9
TRPLUC251228c913d95e,2025-12-28,UP01,repeated,12,134,7,7
TRPSUR25122895b3ce54,2025-12-28,GJ01,repeated,17,155,7,7
TRPKOC25122835f165bf,2025-12-28,KL01,new,20,251,8,10
TRPSUR25122834509106,2025-12-28,GJ01,new,15,139,8,7
TRPVIS25122823dd0cb6,2025-12-28,AP01,repeated,12,135,7,9
TRPSUR2512287e2ebc75,2025-12-28,GJ01,repeated,14,131,5,8
TRPSUR251228f03cf3a6,2025-12-28,GJ01,repeated,7,75,6,6
TRPJAI251228b2a4a1d1,2025-12-28,RJ01,repeated,39,505,7,10
TRPLUC251228ac524ba4,2025-12-28,UP01,repeated,8,98,5,5
TRPIND25122899f90811,2025-12-28,MP01,repeated,13,127,7,9
TRPJAI2512280a5bd760,2025-12-28,RJ01,repeated,36,469,8,9
TRPCHA25122886ebbfba,2025-12-28,CH01,repeated,27,269,6,6
TRPJAI25122877fc091f,2025-12-28,RJ01,repeated,26,349,8,9
TRPSUR251228735b7458,2025-12-28,GJ01,repeated,5,59,5,7
TRPVAD25122815a08903,2025-12-28,GJ02,repeated,13,122,6,5
TRPCHA2512287d989198,2025-12-28,CH01,new,25,251,10,9
TRPSUR251228d2c51517,2025-12-28,GJ01,repeated,9,91,5,7
TRPVIS251228a99edeee,2025-12-28,AP01,new,31,306,9,8
TRPIND2512289bc7a068,2025-12-28,MP01,repeated,22,199,8,8
TRPLUC251228675abc21,2025-12-28,UP01,repeated,17,179,5,8
TRPMYS251228f738df6f,2025-12-28,KA01,repeated,17,205,7,8
TRPSUR251228368cf100,2025-12-28,GJ01,repeated,15,139,6,5
TRPSUR251228b60eab56,2025-12-28,GJ01,repeated,9,91,5,8
TRPCHA251228c859d27e,2025-12-28,CH01,repeated,33,323,7,6
TRPLUC2512288a638328,2025-12-28,UP01,repeated,8,98,7,8
TRPVAD25122820347936,2025-12-28,GJ02,new,11,106,7,6
TRPKOC251228c9b5fd76,2025-12-28,KL01,new,19,240,8,8
TRPLUC2512281cc7babd,2025-12-28,UP01,repeated,12,134,5,7
TRPSUR2512289b8ae40b,2025-12-28,GJ01,new,15,139,9,8
TRPLUC251228d7607dda,2025-12-28,UP01,repeated,11,125,7,5
TRPCOI2512287a2822ce,2025-12-28,TN01,repeated,12,119,7,6
TRPKOC2512280edd1eb1,2025-12-28,KL01,repeated,22,273,8,10
TRPVIS2512287cb19ad5,2025-12-28,AP01,repeated,28,279,7,9
TRPSUR2512288a555620,2025-12-28,GJ01,repeated,14,131,7,6
TRPLUC2512287d28dd04,2025-12-28,UP01,repeated,12,134,5,8
