trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPVAD25091855589073,2025-09-18,GJ02,repeated,16,178,6,7
TRPKOC250918d993de55,2025-09-18,KL01,repeated,19,297,7,9
TRPKOC250918e8c2ad62,2025-09-18,KL01,repeated,16,255,9,9
TRPLUC250918be2b5f62,2025-09-18,UP01,repeated,11,158,6,5
TRPCHA250918a3d9c5d3,2025-09-18,CH01,new,30,416,7,8
TRPSUR250918e955e336,2025-09-18,GJ01,new,6,85,8,7
TRPLUC250918352a6668,2025-09-18,UP01,repeated,9,134,5,6
TRPVIS25091895b29423,2025-09-18,AP01,new,13,209,9,9
TRPIND2509180d58ed44,2025-09-18,MP01,new,14,177,7,7
TRPLUC250918df783f91,2025-09-18,UP01,repeated,12,170,7,6
TRPCHA25091813a9cce4,2025-09-18,CH01,new,17,247,8,9
TRPKOC250918aa38e0c2,2025-09-18,KL01,repeated,14,227,8,10
TRPJAI25091868b66fc1,2025-09-18,RJ01,new,30,547,9,9
TRPIND250918d3255d0c,2025-09-18,MP01,repeated,17,210,6,9
TRPMYS2509184541f240,2025-09-18,KA01,new,16,275,9,9
TRPCHA250918e79f3aa3,2025-09-18,CH01,repeated,28,390,7,8
TRPJAI2509189394163f,2025-09-18,RJ01,new,43,768,9,8
TRPJAI2509186dbe9167,2025-09-18,RJ01,new,40,717,10,8
TRPJAI250918de1cd98d,2025-09-18,RJ01,repeated,34,615,9,8
TRPCHA250918623a7d28,2025-09-18,CH01,repeated,12,182,9,9
TRPSUR2509188ccd6b86,2025-09-18,GJ01,new,9,118,7,8
TRPJAI2509183bbdee55,2025-09-18,RJ01,new,38,683,9,10
TRPJAI250918c352f183,2025-09-18,RJ01,repeated,33,598,9,9
TRPLUC25091843487244,2025-09-18,UP01,repeated,11,158,7,8
TRPJAI250918b20c5f74,2025-09-18,RJ01,new,17,326,10,10
TRPSUR250918d15641f8,2025-09-18,GJ01,repeated,7,96,5,7
TRPKOC250918baa9b212,2025-09-18,KL01,repeated,26,395,8,10
TRPJAI2509186394c1d1,2025-09-18,RJ01,repeated,45,802,7,9
TRPCOI250918427c3f12,2025-09-18,TN01,repeated,11,155,6,9
TRPVAD2509181a1181f2,2025-09-18,GJ02,repeated,14,158,6,5
TRPJAI2509184e505598,2025-09-18,RJ01,new,20,377,10,8
TRPCHA250918dc0b05bb,2025-09-18,CH01,new,15,221,8,9
TRPJAI25091848453b60,2025-09-18,RJ01,repeated,29,530,8,9
TRPCHA2509181f25229c,2025-09-18,CH01,repeated,20,286,7,7
TRPLUC250918d7c93a1c,2025-09-18,UP01,repeated,9,134,5,8
TRPCHA250918a65e38c6,2025-09-18,CH01,new,12,182,9,8
TRPKOC25091875dab65d,2025-09-18,KL01,repeated,14,227,8,10
TRPSUR2509186841cd39,2025-09-18,GJ01,repeated,16,195,6,6
TRPKOC250918baf1c490,2025-09-18,KL01,repeated,36,535,8,10
TRPJAI2509185134d7f5,2025-09-18,RJ01,new,22,411,9,10
TRPSUR25091852f9f3da,2025-09-18,GJ01,repeated,10,129,5,8
TRPSUR2509181f1e9848,2025-09-18,GJ01,new,11,140,8,8
TRPCHA250918ac4ec0e9,2025-09-18,CH01,new,12,182,7,7
TRPMYS2509182f4b11b6,2025-09-18,KA01,repeated,25,410,8,10
TRPSUR250918e6163719,2025-09-18,GJ01,repeated,10,129,6,7
TRPVIS2509189885e95e,2025-09-18,AP01,repeated,24,363,9,8
TRPIND25091833688276,2025-09-18,MP01,new,14,177,10,7
TRPLUC250918921f3960,2025-09-18,UP01,new,15,206,7,7
TRPKOC250918edcc288f,2025-09-18,KL01,new,17,269,9,8
TRPCHA2509189aacda5d,2025-09-18,CH01,new,22,312,9,7
TRPKOC2509189c6229f5,2025-09-18,KL01,new,14,227,10,10
TRPCOI250918d5fa8491,2025-09-18,TN01,new,10,143,7,8
TRPJAI250918301777c7,2025-09-18,RJ01,new,23,428,9,8
TRPSUR2509181d7a8d55,2025-09-18,GJ01,new,14,173,9,6
TRPCHA250918c897d95a,2025-09-18,CH01,repeated,12,182,6,6
TRPKOC250918c5d7fd3e,2025-09-18,KL01,repeated,38,563,8,8
TRPSUR250918d33ce4ab,2025-09-18,GJ01,repeated,10,129,5,5
TRPJAI25091892a22bfd,2025-09-18,RJ01,new,22,411,8,9
TRPMYS250918d9270c77,2025-09-18,KA01,repeated,23,380,8,8
TRPLUC2509186b049cef,2025-09-18,UP01,repeated,11,158,6,6
TRPMYS2509186dcd76fb,2025-09-18,KA01,new,18,305,8,10
TRPSUR250918dcd49ee0,2025-09-18,GJ01,new,15,184,7,7
TRPCHA250918c864ff53,2025-09-18,CH01,new,19,273,9,8
TRPJAI2509180926b9c0,2025-09-18,RJ01,new,19,360,9,8
TRPJAI250918cc38ad3b,2025-09-18,RJ01,new,29,530,9,8
TRPJAI250918fb611ed8,2025-09-18,RJ01,repeated,20,377,8,10
TRPJAI250918fb030d28,2025-09-18,RJ01,new,25,462,10,9
TRPMYS250918eb139edb,2025-09-18,KA01,new,23,380,8,10
TRPJAI2509183c65d8b6,2025-09-18,RJ01,repeated,24,445,7,10
TRPCHA2509185dbcffb3,2025-09-18,CH01,new,29,403,9,9
TRPVAD250918b1d8b4c5,2025-09-18,GJ02,repeated,13,148,7,5
TRPVAD2509188f41da97,2025-09-18,GJ02,new,11,128,9,7
TRPKOC250918876aa9ac,2025-09-18,KL01,repeated,34,507,8,8
TRPKOC250918f3fdb62b,2025-09-18,KL01,repeated,30,451,7,9
TRPJAI250918b23b73ea,2025-09-18,RJ01,new,33,598,10,8
TRPVAD2509184ce34a2e,2025-09-18,GJ02,new,15,168,7,6
TRPKOC25091815b34df0,2025-09-18,KL01,new,22,339,8,10
TRPKOC2509181e791af8,2025-09-18,KL01,new,22,339,8,8
TRPKOC250918932e41e8,2025-09-18,KL01,new,29,437,9,8
TRPCHA2509181901d0a5,2025-09-18,CH01,repeated,22,312,7,8
TRPIND250918ae731c1b,2025-09-18,MP01,repeated,24,287,6,8
TRPJAI250918966fbea5,2025-09-18,RJ01,repeated,34,615,7,10
TRPIND250918757d89ed,2025-09-18,MP01,new,17,210,9,8
TRPJAI2509188722b4c2,2025-09-18,RJ01,new,41,734,10,8
TRPIND250918ec651f50,2025-09-18,MP01,new,8,111,9,9
TRPMYS250918cd4d50af,2025-09-18,KA01,new,8,155,9,10
TRPMYS2509188c79cd82,2025-09-18,KA01,new,24,395,10,8
TRPKOC250918abe6cff4,2025-09-18,KL01,new,14,227,9,8
TRPCHA250918288a0e68,2025-09-18,CH01,new,33,455,9,7
TRPSUR250918d986055d,2025-09-18,GJ01,new,17,206,9,7
TRPJAI250918ea831e03,2025-09-18,RJ01,new,24,445,10,9
TRPJAI250918f4869e30,2025-09-18,RJ01,new,31,564,9,10
TRPIND25091807ae2d5a,2025-09-18,MP01,repeated,17,210,8,6
TRPKOC2509187e4706c0,2025-09-18,KL01,new,21,325,9,8
TRPLUC2509185f9723af,2025-09-18,UP01,new,16,218,8,8
TRPSUR2509184c1f0bff,2025-09-18,GJ01,repeated,6,85,5,5
TRPSUR2509184f0f7424,2025-09-18,GJ01,repeated,5,74,5,7
TRPSUR250918cc2cd942,2025-09-18,GJ01,repeated,9,118,6,7
TRPJAI25091861f6c041,2025-09-18,RJ01,repeated,20,377,9,10
TRPIND25091821bb326d,2025-09-18,MP01,repeated,22,265,7,6
TRPJAI250918dad9cf44,2025-09-18,RJ01,new,25,462,10,8
TRPCHA250918d69b1ba0,2025-09-18,CH01,new,16,234,10,9
TRPJAI250918f6187373,2025-09-18,RJ01,new,27,496,8,9
TRPKOC2509180b78a34f,2025-09-18,KL01,new,24,367,9,9
TRPKOC250918fc217733,2025-09-18,KL01,repeated,24,367,9,9
TRPJAI250918f947bea7,2025-09-18,RJ01,new,43,768,8,9
TRPVIS2509184b0308bc,2025-09-18,AP01,new,22,335,9,10
TRPIND2509188bdf1eb1,2025-09-18,MP01,repeated,21,254,7,7
TRPJAI250918681be0ec,2025-09-18,RJ01,new,41,734,8,9
TRPLUC2509181dec9c42,2025-09-18,UP01,repeated,7,110,5,8
TRPLUC250918fc5e5d4b,2025-09-18,UP01,new,14,194,8,8
TRPJAI2509188e395b1d,2025-09-18,RJ01,repeated,26,479,9,9
TRPJAI25091839b2a5a9,2025-09-18,RJ01,new,23,428,9,8
TRPJAI25091839109987,2025-09-18,RJ01,new,31,564,9,9
TRPJAI250918b506f916,2025-09-18,RJ01,repeated,43,768,8,9
TRPKOC25091858bd0713,2025-09-18,KL01,repeated,18,283,8,8
TRPLUC250918b2f1442a,2025-09-18,UP01,repeated,10,146,6,5
TRPVAD250918846a4db6,2025-09-18,GJ02,new,15,168,9,6
TRPJAI2509187b8dc4da,2025-09-18,RJ01,new,27,496,8,8
TRPCHA250918db22326c,2025-09-18,CH01,repeated,22,312,8,8
TRPKOC2509184deec832,2025-09-18,KL01,new,13,213,10,10
TRPIND250918770eb7ce,2025-09-18,MP01,new,12,155,7,8
TRPKOC2509189b760187,2025-09-18,KL01,new,30,451,10,8
TRPCHA2509187c2227dd,2025-09-18,CH01,new,23,325,9,8
TRPVIS2509187ef2b8ad,2025-09-18,AP01,new,32,475,9,9
TRPSUR250918fea7b0ea,2025-09-18,GJ01,repeated,7,96,7,8
TRPLUC250918b22b672e,2025-09-18,UP01,repeated,9,134,7,7
TRPSUR250918398240df,2025-09-18,GJ01,repeated,7,96,6,6
TRPVAD250918bcc290a2,2025-09-18,GJ02,new,17,188,9,8
TRPVIS250918459332d4,2025-09-18,AP01,new,33,489,8,10
TRPJAI250918b9ab577b,2025-09-18,RJ01,new,32,581,10,8
TRPSUR25091869cc429a,2025-09-18,GJ01,repeated,7,96,6,5
TRPKOC250918d3ede305,2025-09-18,KL01,repeated,34,507,8,9
TRPCOI250918a012da52,2025-09-18,TN01,new,17,227,7,8
TRPVAD250918897c69d2,2025-09-18,GJ02,new,17,188,8,6
TRPSUR2509188e66c3de,2025-09-18,GJ01,repeated,6,85,6,7
TRPSUR25091874d166b8,2025-09-18,GJ01,repeated,7,96,5,5
TRPCHA250918cf9f78fa,2025-09-18,CH01,repeated,31,429,8,6
TRPIND250918111b03b8,2025-09-18,MP01,new,19,232,10,7
TRPCHA250918565dd355,2025-09-18,CH01,repeated,25,351,8,8
TRPSUR25091899796431,2025-09-18,GJ01,repeated,15,184,6,6
TRPCHA2509187b1abb89,2025-09-18,CH01,new,18,260,8,9
TRPKOC250918ec7fcc5c,2025-09-18,KL01,repeated,25,381,9,10
TRPCHA250918b0bdcf42,2025-09-18,CH01,new,33,455,9,8
TRPCHA2509185ff19983,2025-09-18,CH01,new,29,403,9,8
TRPKOC2509185e34389f,2025-09-18,KL01,new,24,367,10,9
TRPLUC2509181d06c21b,2025-09-18,UP01,repeated,11,158,5,7
TRPMYS2509188b06c581,2025-09-18,KA01,repeated,19,320,8,10
TRPCHA25091829fa65ac,2025-09-18,CH01,new,13,195,7,9
TRPIND25091899f0f379,2025-09-18,MP01,repeated,18,221,8,6
TRPCOI250918c3b72f11,2025-09-18,TN01,repeated,21,275,6,8
TRPJAI25091820c3aa32,2025-09-18,RJ01,new,31,564,8,9
TRPJAI2509186232075d,2025-09-18,RJ01,new,21,394,8,9
TRPIND2509189a595eb9,2025-09-18,MP01,repeated,11,144,8,7
TRPMYS2509183e730ff6,2025-09-18,KA01,new,18,305,9,9
TRPIND2509182f7b001c,2025-09-18,MP01,repeated,14,177,6,8
TRPKOC2509186c97aaea,2025-09-18,KL01,new,10,171,8,9
TRPCHA2509182ea5dd60,2025-09-18,CH01,new,23,325,8,9
TRPKOC250918da085298,2025-09-18,KL01,repeated,18,283,8,8
