trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPLUC25121476d4713b,2025-12-14,UP01,repeated,19,197,5,5
TRPKOC251214619b7430,2025-12-14,KL01,repeated,17,218,7,8
TRPVIS25121412a71d93,2025-12-14,AP01,repeated,18,189,8,9
TRPSUR2512142bd18df4,2025-12-14,GJ01,repeated,6,67,5,7
TRPJAI251214365dae61,2025-12-14,RJ01,repeated,39,505,7,8
TRPIND2512149556e1cd,2025-12-14,MP01,repeated,21,191,8,9
TRPLUC2512143e0d9815,2025-12-14,UP01,repeated,11,125,6,6
TRPIND251214abfcc882,2025-12-14,MP01,repeated,22,199,8,9
TRPCHA251214b67f5112,2025-12-14,CH01,repeated,28,278,8,7
TRPKOC25121444c7fb36,2025-12-14,KL01,repeated,29,350,8,10
TRPSUR251214c97cfcd6,2025-12-14,GJ01,repeated,14,131,6,5
TRPIND251214736b8efc,2025-12-14,MP01,repeated,21,191,8,7
TRPIND2512145b104e12,2025-12-14,MP01,repeated,23,207,7,8
TRPLUC251214b0b3a4f3,2025-12-14,UP01,repeated,12,134,7,5
TRPVAD2512145b20e96c,2025-12-14,GJ02,repeated,9,90,6,5
TRPLUC2512149b914050,2025-12-14,UP01,repeated,19,197,7,6
TRPSUR251214e4ed1de6,2025-12-14,GJ01,repeated,11,107,7,5
TRPLUC25121495a75999,2025-12-14,UP01,repeated,15,161,7,5
TRPLUC2512145650dead,2025-12-14,UP01,repeated,8,98,7,6
TRPVAD25121451ac0ef3,2025-12-14,GJ02,repeated,7,74,6,8
TRPMYS25121484715621,2025-12-14,KA01,new,20,235,10,10
TRPCHA25121482067c65,2025-12-14,CH01,new,29,287,10,7
TRPVAD251214c412d514,2025-12-14,GJ02,new,12,114,8,7
TRPSUR25121492116de9,2025-12-14,GJ01,repeated,6,67,5,5
TRPSUR251214c5cb72b8,2025-12-14,GJ01,repeated,11,107,6,8
TRPKOC25121459646fb7,2025-12-14,KL01,repeated,15,196,7,10
TRPKOC25121450f49ff2,2025-12-14,KL01,repeated,13,174,7,9
TRPCHA251214b55cbf6a,2025-12-14,CH01,new,15,161,8,8
TRPJAI251214da22ab43,2025-12-14,RJ01,repeated,26,349,9,10
TRPVAD25121470f43c8e,2025-12-14,GJ02,repeated,10,98,6,5
TRPVAD25121497e644a8,2025-12-14,GJ02,repeated,7,74,7,7
TRPJAI251214dd2713e0,2025-12-14,RJ01,repeated,39,505,8,8
TRPKOC251214bd142ee8,2025-12-14,KL01,repeated,11,152,8,9
TRPKOC251214d7df45e0,2025-12-14,KL01,repeated,34,405,9,8
TRPMYS2512144f172b9a,2025-12-14,KA01,new,11,145,10,10
TRPVIS2512149323a064,2025-12-14,AP01,repeated,16,171,8,8
TRPCOI2512142b5410ec,2025-12-14,TN01,new,17,159,10,8
TRPLUC2512140d1d84a7,2025-12-14,UP01,repeated,13,143,7,5
TRPVAD2512141f9350b5,2025-12-14,GJ02,repeated,12,114,7,5
TRPVAD2512146d360a6f,2025-12-14,GJ02,repeated,5,58,6,5
TRPLUC251214b3044e6a,2025-12-14,UP01,repeated,12,134,6,6
TRPSUR2512149ce4127e,2025-12-14,GJ01,repeated,11,107,5,8
TRPCOI2512145c1c647a,2025-12-14,TN01,new,10,103,8,7
TRPSUR251214891d2a98,2025-12-14,GJ01,repeated,7,75,6,6
TRPIND2512147a67af19,2025-12-14,MP01,repeated,10,103,6,6
TRPKOC251214d8fdf7b1,2025-12-14,KL01,repeated,19,240,7,9
TRPIND251214ad4c4d7b,2025-12-14,MP01,repeated,13,127,8,6
TRPVAD25121485a89163,2025-12-14,GJ02,repeated,6,66,6,8
TRPCOI251214bdbefc20,2025-12-14,TN01,repeated,13,127,8,6
TRPCOI251214c35ebbff,2025-12-14,TN01,new,19,175,7,7
