trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPLUC2508318f932169,2025-08-31,UP01,repeated,20,206,6,8
TRPMYS2508318d0c49e0,2025-08-31,KA01,new,8,115,9,10
TRPVAD250831ae60f03d,2025-08-31,GJ02,new,13,122,9,6
TRPJAI250831f40992c4,2025-08-31,RJ01,new,30,397,9,8
TRPCOI25083128a05de9,2025-08-31,TN01,repeated,12,119,9,9
TRPCOI250831b0f54819,2025-08-31,TN01,new,8,87,10,7
TRPCOI2508315645d01e,2025-08-31,TN01,new,11,111,8,8
TRPCOI250831283cfafd,2025-08-31,TN01,new,14,135,7,7
TRPCHA2508315bbe7e75,2025-08-31,CH01,repeated,13,143,6,8
TRPCOI250831ffaaa6ea,2025-08-31,TN01,repeated,16,151,8,6
TRPJAI250831e3873074,2025-08-31,RJ01,new,30,397,10,8
TRPJAI2508319c0eeac0,2025-08-31,RJ01,repeated,29,385,9,8
TRPJAI2508312cf57cd7,2025-08-31,RJ01,new,16,229,9,8
TRPSUR250831b627f4ea,2025-08-31,GJ01,new,13,123,7,8
TRPCHA2508318eddf066,2025-08-31,CH01,repeated,16,170,8,8
TRPSUR2508316853541a,2025-08-31,GJ01,repeated,8,83,5,5
TRPLUC250831306c74cf,2025-08-31,UP01,repeated,6,80,7,8
TRPKOC250831d6210598,2025-08-31,KL01,repeated,27,328,7,10
TRPJAI250831acb42271,2025-08-31,RJ01,repeated,22,301,9,10
TRPKOC2508319531fe30,2025-08-31,KL01,new,26,317,9,8
TRPLUC25083137ace6be,2025-08-31,UP01,new,13,143,7,7
TRPSUR25083158de5b92,2025-08-31,GJ01,new,14,131,8,6
TRPJAI2508310285113d,2025-08-31,RJ01,new,28,373,8,10
TRPJAI2508311344052d,2025-08-31,RJ01,new,39,505,8,9
TRPVAD250831ef0c21b2,2025-08-31,GJ02,new,18,162,8,6
TRPJAI250831592cf00a,2025-08-31,RJ01,new,34,445,9,10
TRPCHA250831e84f0e8d,2025-08-31,CH01,new,35,341,10,8
TRPLUC250831fbb2fc03,2025-08-31,UP01,new,10,116,7,8
TRPIND25083184747e6d,2025-08-31,MP01,new,24,215,7,9
TRPCOI250831a205d80b,2025-08-31,TN01,repeated,9,95,9,7
TRPLUC250831d073528d,2025-08-31,UP01,new,8,98,7,8
TRPIND250831751ca6ad,2025-08-31,MP01,repeated,9,95,8,8
TRPJAI250831ae02f7ba,2025-08-31,RJ01,new,37,481,8,10
TRPSUR25083159ead18c,2025-08-31,GJ01,new,16,147,7,7
TRPIND25083140517a95,2025-08-31,MP01,new,10,103,10,8
TRPKOC250831f7c1bc93,2025-08-31,KL01,new,22,273,10,8
TRPSUR250831fd3ba563,2025-08-31,GJ01,new,7,75,7,7
TRPMYS2508313d606ca1,2025-08-31,KA01,repeated,13,165,7,10
TRPCHA250831cde8635e,2025-08-31,CH01,new,25,251,9,7
TRPIND2508312b192b90,2025-08-31,MP01,new,9,95,7,9
TRPSUR250831de59bfc0,2025-08-31,GJ01,new,11,107,8,6
TRPVIS250831d78a5407,2025-08-31,AP01,repeated,18,189,7,8
TRPKOC25083156527897,2025-08-31,KL01,new,26,317,8,8
TRPJAI2508314b1cea5d,2025-08-31,RJ01,repeated,20,277,7,8
TRPLUC250831d39a36da,2025-08-31,UP01,new,8,98,8,6
TRPLUC25083107415a00,2025-08-31,UP01,new,8,98,8,8
TRPLUC250831a3a6f340,2025-08-31,UP01,repeated,16,170,5,7
TRPLUC2508310756dae5,2025-08-31,UP01,new,18,188,7,8
TRPLUC250831a49752d4,2025-08-31,UP01,new,10,116,9,8
TRPSUR2508310681dcf7,2025-08-31,GJ01,new,5,59,7,7
TRPIND25083190d9c8ba,2025-08-31,MP01,new,13,127,9,9
TRPIND250831b79578f3,2025-08-31,MP01,repeated,25,223,8,9
TRPJAI25083105ea914f,2025-08-31,RJ01,new,25,337,10,10
TRPSUR250831cdd8dbac,2025-08-31,GJ01,repeated,10,99,5,5
TRPJAI250831e2a02485,2025-08-31,RJ01,new,27,361,9,8
TRPLUC2508310174b071,2025-08-31,UP01,repeated,11,125,7,6
TRPCOI2508315c18c5fa,2025-08-31,TN01,new,9,95,10,9
TRPKOC250831a460ea64,2025-08-31,KL01,new,32,383,8,10
TRPJAI250831898fc43e,2025-08-31,RJ01,new,25,337,10,9
TRPVIS2508316fdebe67,2025-08-31,AP01,repeated,16,171,9,10
TRPLUC250831cdedb090,2025-08-31,UP01,repeated,19,197,5,6
TRPCOI2508312715c7ad,2025-08-31,TN01,repeated,19,175,9,8
TRPLUC250831588e812d,2025-08-31,UP01,repeated,18,188,6,8
TRPLUC250831fd339f4c,2025-08-31,UP01,repeated,11,125,6,8
TRPSUR250831e950e930,2025-08-31,GJ01,new,9,91,7,8
TRPMYS2508314cce7fba,2025-08-31,KA01,repeated,16,195,7,9
TRPLUC250831dad90195,2025-08-31,UP01,repeated,9,107,5,6
TRPJAI250831c57ef158,2025-08-31,RJ01,repeated,24,325,9,9
TRPCHA250831cade47c0,2025-08-31,CH01,repeated,12,134,7,7
TRPVIS25083108053706,2025-08-31,AP01,repeated,26,261,9,10
TRPCHA250831473a3477,2025-08-31,CH01,new,27,269,7,8
TRPLUC2508317ba38bb0,2025-08-31,UP01,repeated,16,170,5,8
TRPCHA25083183caec70,2025-08-31,CH01,repeated,21,215,7,9
TRPSUR2508310f05d996,2025-08-31,GJ01,new,16,147,9,6
TRPLUC250831075f7169,2025-08-31,UP01,repeated,11,125,5,7
TRPSUR250831de398bda,2025-08-31,GJ01,new,8,83,7,6
TRPIND2508313a66589b,2025-08-31,MP01,repeated,13,127,6,6
TRPJAI250831778b8038,2025-08-31,RJ01,repeated,35,457,9,8
TRPVAD250831dff2b820,2025-08-31,GJ02,repeated,5,58,7,8
TRPSUR250831ed3876f6,2025-08-31,GJ01,repeated,11,107,6,5
TRPVIS25083150e0fc69,2025-08-31,AP01,repeated,19,198,8,10
TRPJAI250831679500ed,2025-08-31,RJ01,new,18,253,9,9
TRPLUC25083110326f01,2025-08-31,UP01,repeated,14,152,6,7
TRPSUR250831c04a1279,2025-08-31,GJ01,repeated,5,59,7,8
TRPLUC250831770d3d6e,2025-08-31,UP01,repeated,5,71,6,7
TRPSUR2508313dd75632,2025-08-31,GJ01,repeated,13,123,7,8
TRPJAI250831961015dc,2025-08-31,RJ01,repeated,43,553,7,10
TRPIND25083124389e8f,2025-08-31,MP01,new,22,199,7,8
TRPCHA2508315a37c405,2025-08-31,CH01,repeated,18,188,7,7
TRPIND250831a69b35e1,2025-08-31,MP01,repeated,21,191,7,9
TRPLUC25083114b7ba31,2025-08-31,UP01,repeated,18,188,6,5
TRPCHA2508317c0764f3,2025-08-31,CH01,repeated,34,332,7,9
TRPCHA250831d41e2ac5,2025-08-31,CH01,repeated,23,233,9,9
TRPJAI25083133e8a76c,2025-08-31,RJ01,new,34,445,9,8
TRPCHA250831e2c063cb,2025-08-31,CH01,new,18,188,7,9
TRPIND250831ed465b30,2025-08-31,MP01,new,14,135,9,7
TRPIND2508313966fc2f,2025-08-31,MP01,repeated,19,175,8,8
TRPSUR2508311b96b078,2025-08-31,GJ01,repeated,17,155,6,6
TRPJAI250831e45f076b,2025-08-31,RJ01,repeated,19,265,8,10
TRPIND2508316eb6e32c,2025-08-31,MP01,repeated,16,151,8,6
TRPIND250831f20859fc,2025-08-31,MP01,repeated,21,191,7,6
TRPJAI250831d70d33b2,2025-08-31,RJ01,new,19,265,9,8
TRPLUC250831f642ed70,2025-08-31,UP01,repeated,19,197,7,6
TRPVAD25083177c9c72f,2025-08-31,GJ02,new,9,90,9,6
TRPKOC250831395ac27a,2025-08-31,KL01,new,23,284,10,10
TRPIND250831492e873d,2025-08-31,MP01,repeated,20,183,9,7
TRPKOC250831e304fc34,2025-08-31,KL01,repeated,11,152,9,8
TRPSUR250831250698a0,2025-08-31,GJ01,new,14,131,9,7
TRPLUC250831d37099e6,2025-08-31,UP01,new,13,143,9,8
TRPJAI250831bfcd169c,2025-08-31,RJ01,new,22,301,9,9
TRPKOC250831c0eefa86,2025-08-31,KL01,repeated,27,328,7,10
TRPSUR2508310e981488,2025-08-31,GJ01,repeated,7,75,6,6
TRPKOC2508313d26d031,2025-08-31,KL01,repeated,14,185,7,9
TRPLUC25083170854604,2025-08-31,UP01,repeated,15,161,6,5
TRPLUC250831c7c8eeb6,2025-08-31,UP01,repeated,15,161,7,5
TRPLUC2508318d155b61,2025-08-31,UP01,repeated,18,188,7,6
TRPMYS250831af374b00,2025-08-31,KA01,repeated,25,285,8,8
TRPKOC250831dcec3d25,2025-08-31,KL01,new,29,350,9,10
TRPIND250831915f5dfb,2025-08-31,MP01,repeated,19,175,7,6
TRPLUC2508315c76286c,2025-08-31,UP01,repeated,17,179,5,8
TRPCHA25083104f403cc,2025-08-31,CH01,new,22,224,8,8
TRPKOC2508316df193ae,2025-08-31,KL01,new,14,185,9,9
TRPSUR2508319b423021,2025-08-31,GJ01,repeated,12,115,6,8
TRPCHA2508313d2a7486,2025-08-31,CH01,new,25,251,9,8
TRPVAD250831962bb579,2025-08-31,GJ02,repeated,10,98,5,6
TRPSUR2508312e8e2cd9,2025-08-31,GJ01,repeated,15,139,6,8
TRPSUR250831e5666a38,2025-08-31,GJ01,new,10,99,8,6
TRPIND250831f6115a21,2025-08-31,MP01,repeated,14,135,7,9
TRPJAI2508318c60fa2a,2025-08-31,RJ01,new,33,433,8,8
TRPLUC250831bde5dfeb,2025-08-31,UP01,new,12,134,9,7
TRPCOI2508319eb79b77,2025-08-31,TN01,repeated,10,103,7,8
TRPKOC250831756a784a,2025-08-31,KL01,new,31,372,10,10
TRPLUC25083115e91baf,2025-08-31,UP01,repeated,16,170,5,5
TRPCOI2508316cbc1a48,2025-08-31,TN01,repeated,17,159,9,6
TRPJAI250831253fede8,2025-08-31,RJ01,repeated,33,433,9,8
TRPVAD250831e2a53cbc,2025-08-31,GJ02,repeated,8,82,5,6
TRPJAI25083171455c7b,2025-08-31,RJ01,repeated,30,397,7,8
TRPLUC2508312b8fa092,2025-08-31,UP01,repeated,11,125,5,8
TRPVIS25083123779ef8,2025-08-31,AP01,new,30,297,8,9
TRPLUC25083169d5693a,2025-08-31,UP01,repeated,11,125,6,6
TRPCHA2508318b520741,2025-08-31,CH01,repeated,30,296,9,7
TRPVAD250831e114b507,2025-08-31,GJ02,repeated,6,66,5,7
TRPJAI250831e536660e,2025-08-31,RJ01,new,17,241,9,8
TRPCHA250831649749c1,2025-08-31,CH01,repeated,33,323,6,8
TRPLUC2508310efe3f24,2025-08-31,UP01,repeated,16,170,6,8
TRPIND250831580da8eb,2025-08-31,MP01,repeated,10,103,7,8
TRPSUR25083139be467b,2025-08-31,GJ01,repeated,7,75,6,7
TRPJAI2508317b8bfd77,2025-08-31,RJ01,repeated,20,277,9,10
TRPKOC25083155503554,2025-08-31,KL01,new,31,372,8,8
TRPVIS250831fea8f88f,2025-08-31,AP01,repeated,19,198,7,9
TRPCHA25083137001e53,2025-08-31,CH01,new,28,278,10,8
TRPJAI250831b3630039,2025-08-31,RJ01,repeated,17,241,7,10
TRPLUC25083134404dba,2025-08-31,UP01,repeated,9,107,7,7
TRPSUR250831be2913da,2025-08-31,GJ01,new,17,155,9,7
TRPCOI25083154931bdc,2025-08-31,TN01,repeated,13,127,8,9
TRPSUR250831a1c0d020,2025-08-31,GJ01,repeated,15,139,7,5
TRPLUC250831c3670123,2025-08-31,UP01,new,5,71,7,6
TRPLUC2508316cd5ed8d,2025-08-31,UP01,repeated,8,98,6,5
TRPVAD2508313c2be63b,2025-08-31,GJ02,repeated,16,146,7,6
TRPJAI25083140a1e5e9,2025-08-31,RJ01,repeated,25,337,8,9
TRPVAD250831d72d1e6b,2025-08-31,GJ02,new,15,138,7,8
TRPKOC2508318925ff35,2025-08-31,KL01,new,20,251,10,8
TRPJAI250831f0a4d707,2025-08-31,RJ01,repeated,27,361,7,8
TRPMYS250831d2409669,2025-08-31,KA01,repeated,17,205,8,8
TRPVAD2508315edcee1e,2025-08-31,GJ02,new,5,58,8,8
TRPJAI2508312379108b,2025-08-31,RJ01,new,29,385,10,10
TRPLUC2508311fb94044,2025-08-31,UP01,repeated,14,152,5,6
TRPJAI250831190201df,2025-08-31,RJ01,new,44,565,8,10
TRPJAI25083168af8ffc,2025-08-31,RJ01,new,21,289,8,8
TRPMYS250831536f28d7,2025-08-31,KA01,new,25,285,9,10
TRPCOI2508317911ab1b,2025-08-31,TN01,repeated,8,87,8,7
TRPLUC25083154581acd,2025-08-31,UP01,new,9,107,7,6
TRPSUR2508316b942f94,2025-08-31,GJ01,repeated,7,75,7,8
TRPVAD25083138f4f370,2025-08-31,GJ02,repeated,9,90,7,8
TRPJAI25083145dd64ef,2025-08-31,RJ01,repeated,44,565,9,10
TRPJAI250831d11ad9cd,2025-08-31,RJ01,repeated,26,349,8,9
TRPCHA25083104952956,2025-08-31,CH01,repeated,18,188,6,8
TRPCHA25083171f32b37,2025-08-31,CH01,repeated,14,152,9,6
TRPCHA250831dbed436c,2025-08-31,CH01,repeated,12,134,7,6
TRPSUR250831a020e310,2025-08-31,GJ01,repeated,10,99,5,6
TRPSUR2508317f5901a5,2025-08-31,GJ01,repeated,8,83,6,7
TRPLUC250831bdc92ca6,2025-08-31,UP01,repeated,16,170,5,8
TRPJAI250831fb0c7031,2025-08-31,RJ01,repeated,45,577,8,10
TRPJAI250831893c07e0,2025-08-31,RJ01,new,34,445,10,8
TRPKOC2508316dc014e3,2025-08-31,KL01,new,26,317,9,10
TRPJAI250831316beef2,2025-08-31,RJ01,new,15,217,10,9
TRPLUC25083137ca3c3e,2025-08-31,UP01,repeated,18,188,7,6
TRPCOI25083181c5e8dc,2025-08-31,TN01,repeated,22,199,8,8
TRPJAI250831271f4da4,2025-08-31,RJ01,new,21,289,9,8
TRPLUC2508310d2385d9,2025-08-31,UP01,repeated,19,197,5,7
TRPLUC25083110f79cc8,2025-08-31,UP01,repeated,11,125,5,8
TRPIND250831e6133010,2025-08-31,MP01,repeated,15,143,9,8
TRPSUR25083145d65603,2025-08-31,GJ01,repeated,6,67,5,5
TRPSUR250831987f964f,2025-08-31,GJ01,repeated,8,83,6,5
TRPSUR250831a78c30d7,2025-08-31,GJ01,repeated,7,75,7,7
TRPJAI250831b1f0de3a,2025-08-31,RJ01,new,38,493,9,10
TRPJAI250831cdacda76,2025-08-31,RJ01,new,36,469,9,10
TRPJAI250831a4f0b2e6,2025-08-31,RJ01,new,30,397,9,9
TRPJAI25083129667b56,2025-08-31,RJ01,repeated,43,553,9,8
TRPCHA250831688563e5,2025-08-31,CH01,new,13,143,8,9
TRPVIS250831e95de1d6,2025-08-31,AP01,new,15,162,8,8
TRPKOC25083191ba5e9d,2025-08-31,KL01,new,26,317,9,8
TRPLUC2508310090a0d1,2025-08-31,UP01,repeated,13,143,6,7
TRPLUC250831d5ebf606,2025-08-31,UP01,repeated,17,179,6,8
TRPJAI2508312d5ca158,2025-08-31,RJ01,repeated,15,217,8,9
TRPLUC250831acf4f1aa,2025-08-31,UP01,repeated,19,197,6,8
TRPJAI25083173d4403d,2025-08-31,RJ01,new,22,301,9,10
TRPIND250831af34e170,2025-08-31,MP01,repeated,22,199,7,6
TRPSUR2508315f8ea556,2025-08-31,GJ01,repeated,14,131,7,8
TRPLUC25083195609e57,2025-08-31,UP01,new,15,161,8,8
TRPVAD25083159143f8b,2025-08-31,GJ02,new,16,146,8,6
TRPKOC2508316b65b49b,2025-08-31,KL01,repeated,21,262,7,10
TRPSUR2508318b094f47,2025-08-31,GJ01,new,11,107,9,7
TRPSUR25083181a7df01,2025-08-31,GJ01,repeated,14,131,6,5
TRPCOI2508311388d5af,2025-08-31,TN01,repeated,9,95,8,7
TRPJAI250831d6f5ba6f,2025-08-31,RJ01,repeated,41,529,8,9
TRPLUC250831fe90667d,2025-08-31,UP01,repeated,18,188,5,5
TRPJAI250831e1972db6,2025-08-31,RJ01,new,25,337,10,9
TRPJAI250831da5bf381,2025-08-31,RJ01,repeated,27,361,8,8
TRPLUC250831e4c22064,2025-08-31,UP01,repeated,20,206,5,8
TRPLUC250831035d87f4,2025-08-31,UP01,repeated,9,107,7,6
TRPIND25083108706822,2025-08-31,MP01,new,17,159,8,9
TRPSUR250831ed9f6ec5,2025-08-31,GJ01,new,14,131,8,8
TRPKOC250831024bb9ee,2025-08-31,KL01,new,30,361,10,10
TRPLUC250831e616162a,2025-08-31,UP01,repeated,8,98,7,6
TRPCOI25083131a6fb51,2025-08-31,TN01,new,22,199,7,7
TRPCOI250831f958dd1d,2025-08-31,TN01,repeated,8,87,9,7
TRPLUC250831e7cc9903,2025-08-31,UP01,repeated,12,134,5,5
TRPCHA2508316eaf846c,2025-08-31,CH01,repeated,13,143,9,7
TRPKOC2508314256ad6b,2025-08-31,KL01,new,17,218,10,8
TRPKOC250831ec69cc97,2025-08-31,KL01,new,20,251,8,9
TRPIND2508310ccbc94c,2025-08-31,MP01,new,12,119,7,9
TRPLUC2508316749ffec,2025-08-31,UP01,repeated,6,80,6,7
TRPKOC250831a05c0ab5,2025-08-31,KL01,new,14,185,10,9
TRPJAI25083193db4bf8,2025-08-31,RJ01,repeated,25,337,8,9
TRPJAI250831773d4fc7,2025-08-31,RJ01,new,15,217,8,8
TRPCOI25083148246fc0,2025-08-31,TN01,repeated,13,127,6,7
TRPKOC250831baf958f2,2025-08-31,KL01,new,37,438,10,8
TRPCOI2508317768a395,2025-08-31,TN01,repeated,11,111,8,7
TRPIND250831377a5841,2025-08-31,MP01,new,19,175,7,7
TRPKOC2508312c6cc80e,2025-08-31,KL01,new,35,416,8,8
TRPJAI250831d6be1c44,2025-08-31,RJ01,new,30,397,9,10
TRPVAD250831e9509ae4,2025-08-31,GJ02,new,14,130,7,6
TRPCHA25083162d022df,2025-08-31,CH01,new,22,224,9,8
TRPSUR250831e1d2a756,2025-08-31,GJ01,repeated,7,75,6,6
TRPSUR2508312b04214d,2025-08-31,GJ01,new,15,139,9,7
TRPJAI2508311bc6b149,2025-08-31,RJ01,repeated,44,565,7,8
TRPKOC2508319ee155da,2025-08-31,KL01,new,14,185,10,10
TRPIND2508311965f017,2025-08-31,MP01,new,16,151,9,8
TRPLUC25083111dbb3c1,2025-08-31,UP01,repeated,16,170,6,8
TRPJAI25083143b458b4,2025-08-31,RJ01,repeated,27,361,7,8
TRPMYS25083155c8e524,2025-08-31,KA01,new,17,205,8,10
TRPSUR25083153baf5bd,2025-08-31,GJ01,repeated,7,75,6,8
TRPCOI25083153eb578d,2025-08-31,TN01,repeated,10,103,8,6
TRPLUC250831ff6051ed,2025-08-31,UP01,new,6,80,9,6
TRPIND250831e3535f4f,2025-08-31,MP01,repeated,20,183,9,7
TRPLUC250831385fd55b,2025-08-31,UP01,repeated,19,197,6,6
TRPVIS250831840f6814,2025-08-31,AP01,new,29,288,9,8
TRPLUC25083143a78ada,2025-08-31,UP01,new,18,188,9,6
TRPCHA250831fb46822a,2025-08-31,CH01,repeated,12,134,6,8
TRPJAI250831844f72d0,2025-08-31,RJ01,repeated,40,517,7,10
TRPCOI2508316a4269ab,2025-08-31,TN01,repeated,19,175,8,9
TRPVIS250831121d31dc,2025-08-31,AP01,new,35,342,9,9
TRPJAI250831d4fdfcec,2025-08-31,RJ01,repeated,17,241,9,10
