trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPIND250906bff69009,2025-09-06,MP01,repeated,22,199,7,6
TRPLUC2509062da40acb,2025-09-06,UP01,repeated,9,107,5,8
TRPJAI2509069fae89af,2025-09-06,RJ01,repeated,28,373,8,8
TRPIND250906b2595f28,2025-09-06,MP01,repeated,18,167,7,7
TRPSUR25090689f29cba,2025-09-06,GJ01,repeated,12,115,7,5
TRPSUR2509069640288d,2025-09-06,GJ01,repeated,13,123,6,5
TRPIND2509061e07529d,2025-09-06,MP01,repeated,12,119,8,9
TRPVIS250906309a7c11,2025-09-06,AP01,repeated,10,117,7,8
TRPKOC25090649a4cd75,2025-09-06,KL01,repeated,26,317,7,9
TRPLUC250906169693fe,2025-09-06,UP01,new,6,80,9,8
TRPVIS250906fb549acc,2025-09-06,AP01,new,17,180,8,8
TRPSUR25090650aa62a9,2025-09-06,GJ01,repeated,15,139,5,8
TRPJAI250906fe9446e3,2025-09-06,RJ01,repeated,35,457,7,9
TRPIND250906bac41590,2025-09-06,MP01,repeated,18,167,9,9
TRPSUR25090647976692,2025-09-06,GJ01,new,11,107,9,6
TRPVIS2509064d5ebb84,2025-09-06,AP01,new,16,171,8,8
TRPVAD2509067345323a,2025-09-06,GJ02,repeated,10,98,6,7
TRPLUC2509065827afe2,2025-09-06,UP01,repeated,11,125,5,6
TRPJAI25090611d4f28f,2025-09-06,RJ01,new,17,241,9,9
TRPCOI250906bdb1b3dc,2025-09-06,TN01,new,19,175,7,7
TRPLUC250906ad331f6f,2025-09-06,UP01,repeated,19,197,7,5
TRPCHA250906c4e71411,2025-09-06,CH01,new,21,215,8,8
TRPSUR250906d7fcc115,2025-09-06,GJ01,repeated,17,155,7,5
TRPLUC250906d792f8d9,2025-09-06,UP01,repeated,14,152,6,5
TRPLUC250906e7f6d3e6,2025-09-06,UP01,repeated,8,98,5,8
TRPCHA2509063d339d21,2025-09-06,CH01,new,17,179,10,9
TRPSUR250906a83a5bb4,2025-09-06,GJ01,repeated,9,91,7,7
TRPKOC250906016a9e83,2025-09-06,KL01,repeated,23,284,9,8
TRPJAI250906732ac80c,2025-09-06,RJ01,new,17,241,10,9
TRPIND250906073b31d4,2025-09-06,MP01,new,25,223,7,9
TRPJAI25090614e2dcd4,2025-09-06,RJ01,new,41,529,8,10
TRPLUC2509063b3209f5,2025-09-06,UP01,new,7,89,7,8
TRPLUC250906f7908a32,2025-09-06,UP01,repeated,10,116,7,5
TRPJAI25090659dde9ac,2025-09-06,RJ01,repeated,36,469,9,9
TRPCHA250906048b34d1,2025-09-06,CH01,repeated,16,170,7,6
TRPLUC2509060c718294,2025-09-06,UP01,new,6,80,7,7
TRPVIS250906348d2346,2025-09-06,AP01,repeated,22,225,8,9
TRPLUC2509063d774d0d,2025-09-06,UP01,repeated,10,116,6,8
TRPCHA2509065092ab6e,2025-09-06,CH01,repeated,35,341,8,9
TRPJAI2509062cb069c8,2025-09-06,RJ01,repeated,38,493,8,10
TRPJAI250906f66d6882,2025-09-06,RJ01,new,25,337,8,8
