trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPVAD251018e2bd8edf,2025-10-18,GJ02,repeated,16,146,5,6
TRPLUC2510181ee42653,2025-10-18,UP01,repeated,7,89,5,8
TRPLUC251018fd19256c,2025-10-18,UP01,repeated,14,152,7,7
TRPLUC251018f9df9afa,2025-10-18,UP01,repeated,17,179,7,8
TRPLUC251018762cd4ad,2025-10-18,UP01,new,9,107,7,6
TRPVAD251018be77dd78,2025-10-18,GJ02,repeated,5,58,5,6
TRPIND251018fc00242c,2025-10-18,MP01,new,21,191,9,8
TRPCHA251018e91b411c,2025-10-18,CH01,repeated,25,251,6,6
TRPJAI2510184f5d694b,2025-10-18,RJ01,repeated,18,253,7,9
TRPSUR251018d379416e,2025-10-18,GJ01,repeated,9,91,6,7
TRPCOI25101881cd47e7,2025-10-18,TN01,new,18,167,9,8
TRPVIS25101887dd21b8,2025-10-18,AP01,new,10,117,8,10
TRPLUC2510183cc381d9,2025-10-18,UP01,repeated,8,98,6,7
TRPKOC251018190215c6,2025-10-18,KL01,repeated,12,163,8,10
TRPSUR25101893f03383,2025-10-18,GJ01,repeated,17,155,6,7
TRPSUR2510184261b786,2025-10-18,GJ01,new,5,59,8,6
TRPCHA251018d5ad9c86,2025-10-18,CH01,repeated,18,188,9,7
TRPJAI251018081fd88f,2025-10-18,RJ01,new,41,529,10,10
TRPJAI25101826154404,2025-10-18,RJ01,repeated,29,385,8,10
TRPJAI251018d347da96,2025-10-18,RJ01,new,22,301,10,10
TRPJAI2510189c4f3343,2025-10-18,RJ01,repeated,37,481,7,10
TRPSUR251018b2a871dd,2025-10-18,GJ01,repeated,9,91,6,7
TRPLUC251018dad875fa,2025-10-18,UP01,repeated,18,188,7,8
TRPVAD251018c8132a4c,2025-10-18,GJ02,repeated,10,98,7,6
TRPLUC251018bc0a793a,2025-10-18,UP01,repeated,5,71,6,8
TRPJAI2510182ff81d4a,2025-10-18,RJ01,new,40,517,10,10
TRPLUC2510186e0d1b22,2025-10-18,UP01,new,10,116,8,8
TRPVAD251018f708b374,2025-10-18,GJ02,new,5,58,7,6
TRPJAI2510180c1db688,2025-10-18,RJ01,repeated,22,301,7,8
TRPVAD251018beb6593d,2025-10-18,GJ02,repeated,6,66,7,5
TRPSUR2510185dfb5aad,2025-10-18,GJ01,repeated,17,155,6,5
