trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPVAD25101159d3ed90,2025-10-11,GJ02,repeated,9,90,6,5
TRPIND2510115d25f91d,2025-10-11,MP01,repeated,15,143,7,9
TRPLUC251011468ad226,2025-10-11,UP01,repeated,19,197,7,7
TRPCHA251011b19d52ed,2025-10-11,CH01,repeated,15,161,8,9
TRPVAD251011caa80bed,2025-10-11,GJ02,repeated,17,154,6,5
TRPKOC251011de206b9e,2025-10-11,KL01,repeated,35,416,9,10
TRPJAI251011495fabce,2025-10-11,RJ01,new,17,241,8,10
TRPIND251011a3c20be6,2025-10-11,MP01,repeated,21,191,6,6
TRPJAI251011cc06259a,2025-10-11,RJ01,repeated,32,421,7,10
TRPIND2510114bdd0d40,2025-10-11,MP01,new,11,111,7,8
TRPSUR2510113059201a,2025-10-11,GJ01,repeated,13,123,7,5
TRPSUR25101108793a1e,2025-10-11,GJ01,repeated,10,99,6,6
TRPJAI251011b28038b0,2025-10-11,RJ01,repeated,25,337,7,10
TRPLUC25101108fe7b01,2025-10-11,UP01,repeated,18,188,6,7
TRPLUC25101157642609,2025-10-11,UP01,new,12,134,7,7
TRPLUC251011f36dbc81,2025-10-11,UP01,repeated,17,179,7,8
TRPJAI251011460bed01,2025-10-11,RJ01,new,28,373,9,9
TRPVIS251011d3a419a4,2025-10-11,AP01,repeated,12,135,9,8
TRPCHA2510110bf936ec,2025-10-11,CH01,new,32,314,10,9
TRPSUR2510113a0392d0,2025-10-11,GJ01,repeated,17,155,6,5
TRPVAD2510111a80814b,2025-10-11,GJ02,repeated,12,114,5,6
TRPLUC251011945a5101,2025-10-11,UP01,repeated,20,206,7,7
TRPSUR2510112c38eeaf,2025-10-11,GJ01,new,11,107,9,6
TRPJAI2510111b570d21,2025-10-11,RJ01,repeated,23,313,9,10
TRPJAI251011f5a385f7,2025-10-11,RJ01,new,24,325,10,10
TRPKOC251011ddf0c578,2025-10-11,KL01,new,13,174,9,8
TRPSUR2510117e71753d,2025-10-11,GJ01,repeated,14,131,5,6
TRPJAI2510110abe364a,2025-10-11,RJ01,new,17,241,9,10
TRPVAD2510111882c410,2025-10-11,GJ02,repeated,6,66,6,7
TRPCHA25101147cc84e3,2025-10-11,CH01,repeated,30,296,9,8
TRPKOC251011bde03d8c,2025-10-11,KL01,repeated,16,207,7,8
TRPLUC2510113cccf5aa,2025-10-11,UP01,repeated,20,206,6,5
TRPCOI251011f27b51d3,2025-10-11,TN01,repeated,17,159,6,7
TRPVAD2510111f0a5692,2025-10-11,GJ02,new,5,58,8,7
TRPCOI25101129e1a433,2025-10-11,TN01,new,10,103,7,9
TRPVAD2510112b2aea5a,2025-10-11,GJ02,new,13,122,9,8
TRPSUR251011d7abb238,2025-10-11,GJ01,repeated,16,147,5,8
TRPLUC251011009e0210,2025-10-11,UP01,repeated,13,143,7,6
TRPMYS251011d440ea31,2025-10-11,KA01,new,18,215,10,8
TRPJAI2510115de80145,2025-10-11,RJ01,repeated,24,325,8,9
TRPCHA2510112f567f46,2025-10-11,CH01,repeated,14,152,6,7
TRPVAD2510119f38c64c,2025-10-11,GJ02,repeated,5,58,5,6
TRPCHA251011fd195dd5,2025-10-11,CH01,repeated,30,296,6,9
TRPVIS2510118d36dcd5,2025-10-11,AP01,repeated,25,252,7,8
TRPVIS251011dc85d599,2025-10-11,AP01,repeated,13,144,9,10
TRPCOI251011eb0fff1e,2025-10-11,TN01,repeated,12,119,7,6
TRPSUR25101156f33a0e,2025-10-11,GJ01,repeated,15,139,6,6
TRPCHA2510116c6110f5,2025-10-11,CH01,repeated,27,269,8,6
TRPLUC2510112819972f,2025-10-11,UP01,new,8,98,9,7
TRPSUR251011cc7be466,2025-10-11,GJ01,new,17,155,9,6
TRPSUR2510111d957d8b,2025-10-11,GJ01,repeated,14,131,5,8
TRPIND2510119f329439,2025-10-11,MP01,new,20,183,8,9
TRPLUC25101132659562,2025-10-11,UP01,new,12,134,7,8
TRPCOI251011ee08b029,2025-10-11,TN01,repeated,11,111,6,7
TRPVIS251011e434c442,2025-10-11,AP01,repeated,26,261,8,9
TRPJAI2510116ecac37b,2025-10-11,RJ01,repeated,26,349,8,10
TRPKOC251011582e4703,2025-10-11,KL01,repeated,36,427,7,8
TRPSUR2510114823d09a,2025-10-11,GJ01,repeated,10,99,6,5
TRPLUC251011b892997d,2025-10-11,UP01,new,20,206,8,7
TRPCHA251011933fdefa,2025-10-11,CH01,repeated,31,305,7,8
TRPKOC251011a81e3a22,2025-10-11,KL01,repeated,26,317,9,10
TRPKOC2510117938f0de,2025-10-11,KL01,repeated,21,262,8,10
TRPSUR25101126fc2481,2025-10-11,GJ01,repeated,5,59,6,8
TRPJAI251011057042ea,2025-10-11,RJ01,repeated,16,229,9,8
TRPSUR25101194a9797e,2025-10-11,GJ01,repeated,9,91,6,8
TRPVIS251011c95d15b0,2025-10-11,AP01,repeated,27,270,8,9
TRPCHA25101140d13a77,2025-10-11,CH01,new,35,341,9,8
TRPKOC251011499b03a0,2025-10-11,KL01,repeated,10,141,8,8
TRPJAI2510112ea3b252,2025-10-11,RJ01,new,32,421,9,9
