trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPJAI2510149923cb67,2025-10-14,RJ01,repeated,28,373,9,10
TRPVIS2510141884da8d,2025-10-14,AP01,new,29,288,8,8
TRPLUC251014d9eac2cc,2025-10-14,UP01,repeated,15,161,7,7
TRPIND2510147753d4e0,2025-10-14,MP01,repeated,22,199,8,8
TRPSUR251014975ca184,2025-10-14,GJ01,repeated,6,67,7,8
TRPSUR251014fa8d2a75,2025-10-14,GJ01,new,14,131,8,7
TRPLUC251014d1051ffa,2025-10-14,UP01,repeated,15,161,5,8
TRPJAI251014608aa677,2025-10-14,RJ01,repeated,20,277,7,10
TRPSUR251014daf68a9b,2025-10-14,GJ01,repeated,5,59,5,7
TRPJAI2510145066b508,2025-10-14,RJ01,repeated,40,517,9,10
TRPVIS251014d38691f5,2025-10-14,AP01,repeated,14,153,7,10
TRPLUC25101470ea9277,2025-10-14,UP01,repeated,20,206,6,8
TRPSUR25101488e72d60,2025-10-14,GJ01,new,10,99,9,6
TRPCHA2510148c06fff2,2025-10-14,CH01,repeated,31,305,6,9
TRPKOC25101407388705,2025-10-14,KL01,new,18,229,9,9
TRPCOI25101473b7c483,2025-10-14,TN01,repeated,15,143,8,6
TRPSUR251014d2042762,2025-10-14,GJ01,repeated,15,139,5,6
TRPJAI251014bf08e723,2025-10-14,RJ01,new,19,265,9,10
TRPJAI251014ddd79917,2025-10-14,RJ01,repeated,42,541,7,9
TRPJAI25101494c520c8,2025-10-14,RJ01,repeated,29,385,7,10
TRPSUR251014401ebe5f,2025-10-14,GJ01,repeated,5,59,6,7
TRPLUC251014c62daf84,2025-10-14,UP01,new,6,80,8,6
TRPJAI2510149494f9ec,2025-10-14,RJ01,new,18,253,8,8
TRPLUC251014370a63c7,2025-10-14,UP01,repeated,18,188,7,7
TRPLUC251014d284c1c2,2025-10-14,UP01,repeated,17,179,5,8
TRPLUC251014e9503a3a,2025-10-14,UP01,repeated,6,80,6,6
TRPLUC2510145ab255fa,2025-10-14,UP01,repeated,10,116,7,7
TRPVAD25101487cb8e71,2025-10-14,GJ02,repeated,8,82,6,8
TRPKOC2510143d152ca9,2025-10-14,KL01,repeated,27,328,8,9
TRPVAD2510142f2006ba,2025-10-14,GJ02,repeated,16,146,7,6
TRPJAI2510143fb9efe0,2025-10-14,RJ01,repeated,32,421,7,8
TRPSUR2510141feaf5cf,2025-10-14,GJ01,repeated,15,139,5,6
TRPCOI25101476389c75,2025-10-14,TN01,repeated,18,167,9,9
TRPCOI2510145add1e9c,2025-10-14,TN01,repeated,13,127,6,9
TRPJAI251014091fa38b,2025-10-14,RJ01,new,28,373,10,8
TRPLUC251014065d49f4,2025-10-14,UP01,repeated,15,161,6,5
TRPLUC25101446fce74d,2025-10-14,UP01,repeated,15,161,5,8
TRPLUC251014e7ddb693,2025-10-14,UP01,repeated,18,188,7,8
TRPCHA2510149f12c1ef,2025-10-14,CH01,repeated,15,161,9,9
