trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPLUC2509017783b043,2025-09-01,UP01,new,20,206,8,7
TRPVIS2509012df33fb7,2025-09-01,AP01,repeated,17,180,9,8
TRPJAI250901c545063e,2025-09-01,RJ01,new,41,529,9,8
TRPLUC25090127b64ce8,2025-09-01,UP01,repeated,15,161,6,8
TRPLUC2509017938ea07,2025-09-01,UP01,repeated,17,179,7,5
TRPKOC250901dc7f04aa,2025-09-01,KL01,repeated,37,438,8,9
TRPCOI250901d45699ae,2025-09-01,TN01,repeated,14,135,7,8
TRPLUC250901dba20d11,2025-09-01,UP01,repeated,20,206,7,8
TRPLUC250901af771717,2025-09-01,UP01,repeated,20,206,6,6
TRPLUC250901fa40e27c,2025-09-01,UP01,new,19,197,9,6
TRPVAD250901ba8134f4,2025-09-01,GJ02,repeated,15,138,6,8
TRPSUR25090137f026d2,2025-09-01,GJ01,new,7,75,7,6
TRPLUC25090119084d83,2025-09-01,UP01,new,12,134,9,8
TRPCHA2509011c4bd0fd,2025-09-01,CH01,repeated,29,287,7,9
TRPVAD2509016910fd1b,2025-09-01,GJ02,repeated,18,162,7,5
TRPKOC250901d4cd89cd,2025-09-01,KL01,new,38,449,8,8
TRPLUC250901c1c8e843,2025-09-01,UP01,new,8,98,9,7
TRPLUC250901acc5aaf1,2025-09-01,UP01,repeated,12,134,7,5
TRPSUR2509016fee6ee9,2025-09-01,GJ01,repeated,13,123,6,6
TRPCOI2509011a67c938,2025-09-01,TN01,new,17,159,10,7
TRPLUC250901bed5be55,2025-09-01,UP01,repeated,15,161,5,7
TRPSUR25090170b1c253,2025-09-01,GJ01,repeated,9,91,5,7
TRPCHA250901a9393917,2025-09-01,CH01,repeated,18,188,6,7
TRPCOI2509015c3a86fe,2025-09-01,TN01,repeated,18,167,8,7
TRPSUR25090130589b1e,2025-09-01,GJ01,repeated,12,115,6,7
TRPLUC2509014cdd5199,2025-09-01,UP01,repeated,11,125,6,7
TRPMYS250901754d429e,2025-09-01,KA01,new,18,215,10,8
TRPCOI250901f9ea3983,2025-09-01,TN01,repeated,16,151,7,6
TRPSUR250901369e3824,2025-09-01,GJ01,repeated,13,123,7,5
TRPSUR2509013bfe7a68,2025-09-01,GJ01,repeated,16,147,7,7
TRPJAI250901dec9ab26,2025-09-01,RJ01,new,23,313,8,9
TRPSUR2509011c1fbd6b,2025-09-01,GJ01,repeated,6,67,5,8
TRPKOC2509019cfab855,2025-09-01,KL01,repeated,16,207,8,9
TRPJAI250901a555f24d,2025-09-01,RJ01,new,37,481,9,8
TRPLUC2509012e66d021,2025-09-01,UP01,repeated,18,188,6,6
TRPJAI2509010ca37f45,2025-09-01,RJ01,new,26,349,9,9
TRPLUC25090179ae8f7a,2025-09-01,UP01,new,16,170,7,6
TRPVAD250901381456ca,2025-09-01,GJ02,new,15,138,7,6
TRPJAI250901b32bb5e3,2025-09-01,RJ01,repeated,29,385,7,10
TRPVAD25090152e950f5,2025-09-01,GJ02,new,7,74,7,6
TRPVAD2509017dbfa8bf,2025-09-01,GJ02,repeated,16,146,5,6
TRPVAD250901c6cddb2e,2025-09-01,GJ02,repeated,5,58,5,5
TRPJAI250901b90a25e7,2025-09-01,RJ01,new,37,481,9,9
TRPCOI250901c2c52419,2025-09-01,TN01,repeated,14,135,6,6
TRPIND250901a5bde197,2025-09-01,MP01,repeated,18,167,8,7
TRPMYS250901af2fc656,2025-09-01,KA01,repeated,12,155,8,10
TRPSUR250901af819bed,2025-09-01,GJ01,repeated,12,115,6,6
TRPLUC250901d0311e14,2025-09-01,UP01,new,18,188,8,8
