trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPLUC25082369b8fa39,2025-08-23,UP01,new,8,98,9,8
TRPCHA25082334f45de8,2025-08-23,CH01,new,15,161,7,7
TRPSUR250823f62d0fca,2025-08-23,GJ01,repeated,15,139,7,8
TRPJAI2508230bdfb1b6,2025-08-23,RJ01,new,39,505,10,8
TRPIND250823940fec7e,2025-08-23,MP01,repeated,10,103,9,7
TRPSUR250823a3d655dc,2025-08-23,GJ01,repeated,8,83,5,8
TRPCOI25082369f402fc,2025-08-23,TN01,new,15,143,9,7
TRPLUC25082367caf2b5,2025-08-23,UP01,repeated,17,179,6,8
TRPSUR2508234002a4fe,2025-08-23,GJ01,new,10,99,7,7
TRPCHA250823f015d880,2025-08-23,CH01,new,19,197,10,8
TRPLUC2508237c159d08,2025-08-23,UP01,new,12,134,9,8
TRPJAI2508231945a593,2025-08-23,RJ01,new,21,289,9,9
TRPLUC250823e8f31b81,2025-08-23,UP01,repeated,13,143,6,6
TRPLUC250823f36bbe46,2025-08-23,UP01,repeated,14,152,6,8
TRPJAI250823a51f9afb,2025-08-23,RJ01,new,33,433,8,8
TRPCOI250823cda87d59,2025-08-23,TN01,new,16,151,10,7
TRPLUC2508238340798e,2025-08-23,UP01,repeated,20,206,6,8
TRPLUC250823869324a4,2025-08-23,UP01,new,17,179,9,6
TRPVAD250823dfaa30a9,2025-08-23,GJ02,new,6,66,7,6
TRPSUR250823e1f26afc,2025-08-23,GJ01,repeated,5,59,6,5
TRPLUC2508237262700c,2025-08-23,UP01,new,8,98,8,8
TRPIND250823842ef8c4,2025-08-23,MP01,new,13,127,8,7
TRPLUC25082317cd87f4,2025-08-23,UP01,repeated,9,107,6,5
TRPSUR2508232840473a,2025-08-23,GJ01,repeated,16,147,5,8
TRPKOC250823609e4b20,2025-08-23,KL01,repeated,14,185,8,9
TRPJAI250823d90b4364,2025-08-23,RJ01,repeated,15,217,9,10
TRPCOI250823f4bcb838,2025-08-23,TN01,repeated,8,87,6,6
TRPSUR25082321916a9e,2025-08-23,GJ01,repeated,17,155,5,5
TRPKOC250823e00f46f2,2025-08-23,KL01,new,27,328,10,8
TRPLUC25082344143233,2025-08-23,UP01,repeated,15,161,6,8
TRPVAD250823a587f0a1,2025-08-23,GJ02,repeated,10,98,7,7
TRPVAD250823ec4ca1bc,2025-08-23,GJ02,repeated,18,162,6,8
TRPMYS2508235dafe189,2025-08-23,KA01,new,13,165,10,10
