trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPKOC250814e36c5ed7,2025-08-14,KL01,new,35,521,9,8
TRPKOC2508142af3af3e,2025-08-14,KL01,new,21,325,10,8
TRPJAI250814752387cf,2025-08-14,RJ01,new,17,326,9,9
TRPCHA250814af9ab89b,2025-08-14,CH01,new,21,299,10,9
TRPJAI2508143762a08f,2025-08-14,RJ01,new,29,530,9,8
TRPKOC2508142f9f59cb,2025-08-14,KL01,repeated,30,451,9,10
TRPMYS250814f9b46b26,2025-08-14,KA01,new,21,350,9,8
TRPSUR250814c5123abc,2025-08-14,GJ01,repeated,17,206,5,6
TRPJAI25081459cbd57e,2025-08-14,RJ01,new,21,394,8,9
TRPCOI2508143379f23b,2025-08-14,TN01,repeated,8,119,7,8
TRPJAI250814d5e99021,2025-08-14,RJ01,repeated,40,717,9,10
TRPIND250814ae1202ce,2025-08-14,MP01,new,24,287,10,8
TRPIND2508148d370446,2025-08-14,MP01,repeated,24,287,6,9
TRPJAI250814fd2b76ee,2025-08-14,RJ01,new,38,683,9,9
TRPJAI250814db227d4f,2025-08-14,RJ01,repeated,41,734,8,10
TRPCHA25081412503770,2025-08-14,CH01,new,34,468,8,9
TRPLUC25081458a4ae7a,2025-08-14,UP01,new,11,158,8,6
TRPVAD250814034e5262,2025-08-14,GJ02,new,16,178,8,6
TRPCHA250814afc1bb6f,2025-08-14,CH01,new,25,351,7,8
TRPJAI2508143c4c9fb6,2025-08-14,RJ01,new,44,785,9,8
TRPMYS250814bf58ce67,2025-08-14,KA01,repeated,21,350,9,9
TRPMYS2508140a2821f5,2025-08-14,KA01,repeated,14,245,7,9
TRPCOI2508149d7fb428,2025-08-14,TN01,repeated,10,143,9,7
TRPSUR250814ff8f6754,2025-08-14,GJ01,repeated,17,206,7,7
TRPKOC250814193b584f,2025-08-14,KL01,new,26,395,8,10
TRPIND25081459a0865b,2025-08-14,MP01,new,24,287,8,9
TRPKOC25081433956f60,2025-08-14,KL01,new,24,367,9,9
TRPCHA250814ede21274,2025-08-14,CH01,new,31,429,9,9
TRPIND250814a2a68eaa,2025-08-14,MP01,new,19,232,9,8
TRPJAI2508140491af2e,2025-08-14,RJ01,new,39,700,8,9
TRPKOC250814b900e618,2025-08-14,KL01,new,16,255,10,8
TRPKOC25081450628d31,2025-08-14,KL01,new,22,339,8,9
TRPLUC2508149168e86b,2025-08-14,UP01,new,8,122,8,7
TRPSUR250814d876bdbc,2025-08-14,GJ01,repeated,16,195,6,5
TRPVIS250814bee49e7b,2025-08-14,AP01,repeated,16,251,8,10
TRPIND25081441b10439,2025-08-14,MP01,repeated,10,133,7,9
TRPCHA250814f575aba9,2025-08-14,CH01,new,12,182,9,9
TRPLUC2508140ec5a240,2025-08-14,UP01,new,18,242,8,7
TRPCOI2508144ef0a043,2025-08-14,TN01,new,19,251,7,8
TRPJAI25081436ad5261,2025-08-14,RJ01,repeated,36,649,8,9
TRPKOC25081485dc5aa8,2025-08-14,KL01,new,10,171,9,8
TRPJAI25081431f56a5d,2025-08-14,RJ01,new,15,292,8,9
TRPKOC2508143f610530,2025-08-14,KL01,new,14,227,9,10
TRPMYS250814ccd2ee60,2025-08-14,KA01,new,9,170,9,10
TRPCHA2508149d142d3c,2025-08-14,CH01,new,21,299,7,9
TRPJAI250814fefe057b,2025-08-14,RJ01,new,23,428,9,9
TRPJAI250814d862c9b6,2025-08-14,RJ01,repeated,22,411,8,10
TRPJAI250814d04b64fa,2025-08-14,RJ01,new,15,292,9,8
TRPJAI250814255c4aa5,2025-08-14,RJ01,repeated,43,768,7,9
TRPVAD250814c3df4880,2025-08-14,GJ02,new,9,108,9,6
TRPKOC250814951b7d8c,2025-08-14,KL01,new,13,213,9,9
TRPSUR250814c6a3fbc3,2025-08-14,GJ01,repeated,9,118,6,8
TRPLUC25081410e27f88,2025-08-14,UP01,repeated,19,254,6,6
TRPKOC250814b35ec1a3,2025-08-14,KL01,new,10,171,9,10
TRPKOC25081485c35e79,2025-08-14,KL01,new,20,311,8,8
TRPVIS25081451504c87,2025-08-14,AP01,new,29,433,8,9
TRPSUR250814f287b145,2025-08-14,GJ01,new,12,151,9,8
TRPCHA25081421711d81,2025-08-14,CH01,repeated,20,286,9,8
TRPIND2508144a17280a,2025-08-14,MP01,repeated,20,243,6,8
TRPIND250814673776d3,2025-08-14,MP01,repeated,10,133,8,6
TRPJAI250814adb1a802,2025-08-14,RJ01,new,15,292,9,9
TRPMYS2508141c6a1877,2025-08-14,KA01,new,17,290,10,10
