trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPLUC25081220434388,2025-08-12,UP01,repeated,19,197,6,7
TRPJAI250812122988d2,2025-08-12,RJ01,new,17,241,8,9
TRPVIS250812b8a6fa9a,2025-08-12,AP01,new,18,189,8,8
TRPLUC250812fb5e8d05,2025-08-12,UP01,repeated,8,98,5,8
TRPSUR250812ca96c307,2025-08-12,GJ01,repeated,15,139,5,7
TRPSUR2508129bae76c8,2025-08-12,GJ01,repeated,10,99,7,6
TRPJAI250812bbd64580,2025-08-12,RJ01,new,22,301,9,9
TRPSUR250812ac86da8c,2025-08-12,GJ01,repeated,9,91,6,7
TRPIND2508121ad6f8a9,2025-08-12,MP01,new,25,223,10,7
TRPSUR2508120557b316,2025-08-12,GJ01,repeated,10,99,7,8
TRPMYS2508123d8dec88,2025-08-12,KA01,repeated,23,265,9,9
TRPLUC250812733e19a5,2025-08-12,UP01,new,17,179,7,6
TRPLUC2508128f0f9b85,2025-08-12,UP01,new,7,89,8,7
TRPSUR250812bd2729a4,2025-08-12,GJ01,new,7,75,8,6
TRPKOC2508121964ca6e,2025-08-12,KL01,new,17,218,9,9
TRPKOC250812d42531e6,2025-08-12,KL01,new,26,317,8,9
TRPJAI2508126d32ada6,2025-08-12,RJ01,new,28,373,10,10
TRPKOC25081272dd884a,2025-08-12,KL01,new,32,383,9,10
TRPIND2508128fb4cb2b,2025-08-12,MP01,new,12,119,8,9
TRPLUC250812432ef334,2025-08-12,UP01,repeated,18,188,5,8
TRPCHA250812d79c06a0,2025-08-12,CH01,new,29,287,9,9
TRPCOI250812c2cf8d33,2025-08-12,TN01,new,21,191,8,8
TRPJAI250812a9052748,2025-08-12,RJ01,repeated,17,241,9,10
TRPLUC250812a55bbd4b,2025-08-12,UP01,repeated,7,89,7,6
TRPKOC250812b8820e1f,2025-08-12,KL01,new,36,427,9,8
TRPSUR250812093943f4,2025-08-12,GJ01,repeated,11,107,7,5
TRPLUC2508120dc6e804,2025-08-12,UP01,repeated,12,134,6,6
TRPSUR25081214befe7e,2025-08-12,GJ01,repeated,17,155,7,5
TRPIND2508122808ff2e,2025-08-12,MP01,repeated,18,167,9,9
TRPCHA250812d60793da,2025-08-12,CH01,new,29,287,10,8
TRPLUC250812afe5639f,2025-08-12,UP01,repeated,16,170,5,6
TRPIND250812876500c3,2025-08-12,MP01,repeated,20,183,6,7
TRPJAI25081239ae5f67,2025-08-12,RJ01,repeated,29,385,9,9
TRPIND25081227095dcc,2025-08-12,MP01,repeated,14,135,6,7
TRPSUR25081248cfed07,2025-08-12,GJ01,repeated,13,123,6,7
TRPMYS25081256b81553,2025-08-12,KA01,new,8,115,8,9
TRPVAD250812c1a65823,2025-08-12,GJ02,new,14,130,7,8
TRPLUC2508122a3d86e6,2025-08-12,UP01,repeated,10,116,7,6
TRPVAD250812970c129c,2025-08-12,GJ02,repeated,17,154,7,5
TRPVIS25081251af15a6,2025-08-12,AP01,repeated,25,252,9,9
TRPVAD250812e2fb786e,2025-08-12,GJ02,repeated,7,74,6,6
TRPSUR250812cdad351e,2025-08-12,GJ01,new,15,139,8,8
TRPSUR250812a1f39aae,2025-08-12,GJ01,repeated,16,147,7,6
TRPMYS25081297c3b3ed,2025-08-12,KA01,new,18,215,9,8
