trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPJAI25092004d477c5,2025-09-20,RJ01,new,26,349,9,9
TRPCHA2509208c8a2e9c,2025-09-20,CH01,new,12,134,9,7
TRPJAI25092023182fe0,2025-09-20,RJ01,repeated,23,313,8,8
TRPSUR2509203243c20d,2025-09-20,GJ01,repeated,11,107,7,7
TRPCOI2509205fbbc7d2,2025-09-20,TN01,repeated,19,175,7,8
TRPJAI250920730e7097,2025-09-20,RJ01,new,35,457,8,8
TRPIND25092078c525d4,2025-09-20,MP01,repeated,16,151,9,7
TRPVIS250920421f32d7,2025-09-20,AP01,new,11,126,10,10
TRPSUR2509207a1451f3,2025-09-20,GJ01,repeated,6,67,7,6
TRPSUR250920b561418b,2025-09-20,GJ01,new,17,155,8,8
TRPCHA250920d5d2fd07,2025-09-20,CH01,new,14,152,10,9
TRPJAI2509209826b3d9,2025-09-20,RJ01,repeated,18,253,9,9
TRPLUC250920adcc29ad,2025-09-20,UP01,repeated,17,179,7,5
TRPMYS25092041dd667c,2025-09-20,KA01,new,22,255,10,9
TRPSUR250920e79707f8,2025-09-20,GJ01,repeated,14,131,5,5
TRPJAI2509206fda1b65,2025-09-20,RJ01,repeated,21,289,7,8
TRPSUR2509207a6f64d0,2025-09-20,GJ01,repeated,6,67,6,5
TRPKOC250920301efc38,2025-09-20,KL01,repeated,13,174,9,8
TRPCOI25092046b8d2db,2025-09-20,TN01,new,9,95,9,7
TRPLUC250920ecffcabe,2025-09-20,UP01,repeated,15,161,6,8
TRPSUR2509203a2c64f4,2025-09-20,GJ01,repeated,12,115,6,6
TRPLUC2509209acdf670,2025-09-20,UP01,repeated,8,98,6,6
TRPLUC250920399ecfce,2025-09-20,UP01,repeated,13,143,7,6
TRPLUC2509205007f4d6,2025-09-20,UP01,repeated,10,116,5,8
TRPIND250920f8aa22fe,2025-09-20,MP01,new,22,199,7,9
TRPVIS25092079594580,2025-09-20,AP01,repeated,22,225,9,10
TRPCHA250920867d8b03,2025-09-20,CH01,new,33,323,8,8
TRPLUC25092069428826,2025-09-20,UP01,repeated,18,188,7,8
TRPSUR250920270dfcaa,2025-09-20,GJ01,repeated,16,147,5,5
TRPJAI25092003996a24,2025-09-20,RJ01,new,45,577,10,9
TRPSUR2509203ea7727d,2025-09-20,GJ01,repeated,5,59,7,5
TRPLUC250920e0fca605,2025-09-20,UP01,new,16,170,7,8
TRPIND2509207d06bc17,2025-09-20,MP01,repeated,23,207,8,7
TRPJAI250920ae355142,2025-09-20,RJ01,repeated,20,277,7,10
TRPLUC250920e38c72eb,2025-09-20,UP01,repeated,15,161,5,5
TRPIND2509200e83534e,2025-09-20,MP01,repeated,15,143,8,9
TRPCHA250920240a69c4,2025-09-20,CH01,new,25,251,4,2
TRPLUC25092014fbc8c7,2025-09-20,UP01,repeated,18,188,5,5
TRPSUR2509207ce896f3,2025-09-20,GJ01,repeated,8,83,5,8
TRPCOI250920325c4c65,2025-09-20,TN01,repeated,12,119,8,9
TRPVIS250920e68c3560,2025-09-20,AP01,new,28,279,8,9
TRPVIS25092050b065fa,2025-09-20,AP01,repeated,28,279,8,10
TRPIND250920c46c8f74,2025-09-20,MP01,repeated,13,127,8,7
TRPJAI250920ae4b44f6,2025-09-20,RJ01,repeated,17,241,8,10
TRPCHA2509208e586316,2025-09-20,CH01,new,12,134,10,7
